cruise_comp,Name,SampID,Area,IS,IS.area,Cruise,match.name,IS.Conc.uM,umol.in.vial.ave,Vol_L
KM1906_Homarine,Homarine,220628_Smp_MU5_B,913222784,"Homarine, 2H3",10502070272,KM1906,Homarine,4,0.3478258135197517,10
KM1906_Homarine,Homarine,220628_Smp_MU5_C,631698816,"Homarine, 2H3",8836876288,KM1906,Homarine,4,0.28593760754931596,10
KM1906_Homarine,Homarine,220628_Smp_MU6_A,1036266944,"Homarine, 2H3",10661315584,KM1906,Homarine,4,0.38879514852939184,10
KM1906_Homarine,Homarine,220628_Smp_MU6_B,1056614016,"Homarine, 2H3",8727716864,KM1906,Homarine,4,0.4842567798496356,10
KM1906_Homarine,Homarine,220628_Smp_MU6_C,794153728,"Homarine, 2H3",11489190912,KM1906,Homarine,4,0.2764872597496968,10
KM1906_Homarine,Homarine,220628_Smp_MU7_A,1363755136,"Homarine, 2H3",9957875712,KM1906,Homarine,4,0.5478096636038833,10
KM1906_Homarine,Homarine,220628_Smp_MU7_B,1497401344,"Homarine, 2H3",10531204096,KM1906,Homarine,4,0.5687483901555942,10
KM1906_Homarine,Homarine,220628_Smp_MU7_C,1419907840,"Homarine, 2H3",9423640576,KM1906,Homarine,4,0.6027003379633141,10
KM1906_Homarine,Homarine,220628_Smp_MU8_A,3873608448,"Homarine, 2H3",9490515968,KM1906,Homarine,4,1.632622909464979,10
KM1906_Homarine,Homarine,220628_Smp_MU8_B,4516376064,"Homarine, 2H3",10508267520,KM1906,Homarine,4,1.7191705694222752,10
KM1906_Homarine,Homarine,220628_Smp_MU8_C,6330909696,"Homarine, 2H3",12619799552,KM1906,Homarine,4,2.0066593514147124,10
KM1906_Homarine,Homarine,220628_Smp_MU9_A,12823325696,"Homarine, 2H3",10609838080,KM1906,Homarine,4,4.834503825340189,10
KM1906_Homarine,Homarine,220628_Smp_MU9_B,12407415808,"Homarine, 2H3",8458564608,KM1906,Homarine,4,5.867385961095682,10
KM1906_Homarine,Homarine,220628_Smp_MU9_C,15545544704,"Homarine, 2H3",10908838912,KM1906,Homarine,4,5.700164730418562,10
KM1906_Homarine,Homarine,220628_Smp_MU10_A,18668058624,"Homarine, 2H3",11384499200,KM1906,Homarine,4,6.559114563071866,10
KM1906_Homarine,Homarine,220628_Smp_MU10_B,17707395072,"Homarine, 2H3",9379730432,KM1906,Homarine,4,7.551344977501374,10
