Rep,SampID,replicate,Cruise,Compound,Area,min.area.flag,blk.ratio.flag,smp.remove
221006_Smp_S2_C1_SRF_B,S2_C1_SRF,B,RC078,Ectoine,1697802624,NA,NA,NA
221006_Smp_S2_C1_SRF_C,S2_C1_SRF,C,RC078,Ectoine,3572597248,NA,NA,NA
221006_Smp_S2_C2_D1_A,S2_C2_D1,A,RC078,Ectoine,273749600,NA,NA,NA
221006_Smp_S2_C2_D1_B,S2_C2_D1,B,RC078,Ectoine,209680176,NA,NA,NA
221006_Smp_S2_C2_D1_C,S2_C2_D1,C,RC078,Ectoine,233820496,NA,NA,NA
221006_Smp_S2_C2_D2_A,S2_C2_D2,A,RC078,Ectoine,362775328,NA,NA,NA
221006_Smp_S2_C2_D2_B,S2_C2_D2,B,RC078,Ectoine,291859648,NA,NA,NA
221006_Smp_S2_C2_D2_C,S2_C2_D2,C,RC078,Ectoine,328076288,NA,NA,NA
221006_Smp_S2_C3_D3_A,S2_C3_D3,A,RC078,Ectoine,243878512,NA,NA,NA
221006_Smp_S2_C3_D3_B,S2_C3_D3,B,RC078,Ectoine,260079968,NA,NA,NA
221006_Smp_S2_C3_D3_C,S2_C3_D3,C,RC078,Ectoine,215269280,NA,NA,NA
221006_Smp_S2_C3_D4_A,S2_C3_D4,A,RC078,Ectoine,280150752,NA,NA,NA
221006_Smp_S2_C3_D4_B,S2_C3_D4,B,RC078,Ectoine,316871040,NA,NA,NA
221006_Smp_S2_C3_D4_C,S2_C3_D4,C,RC078,Ectoine,303174624,NA,NA,NA
221006_Smp_S2_C4_D5_A,S2_C4_D5,A,RC078,Ectoine,339124544,NA,NA,NA
221006_Smp_S2_C4_D5_B,S2_C4_D5,B,RC078,Ectoine,306655296,NA,NA,NA
221006_Smp_S2_C4_D5_C,S2_C4_D5,C,RC078,Ectoine,521632352,NA,NA,NA
221006_Smp_S2_C4_D6_A,S2_C4_D6,A,RC078,Ectoine,1197572480,NA,NA,NA
221006_Smp_S2_C4_D6_B,S2_C4_D6,B,RC078,Ectoine,626725376,NA,NA,NA
221006_Smp_S2_C4_D6_C,S2_C4_D6,C,RC078,Ectoine,226267824,NA,NA,NA
221006_Smp_S3_C1_D1_A,S3_C1_D1,A,RC078,Ectoine,128286904,NA,NA,NA
221006_Smp_S3_C1_D1_B,S3_C1_D1,B,RC078,Ectoine,219919600,NA,NA,NA
221006_Smp_S3_C1_D1_C,S3_C1_D1,C,RC078,Ectoine,116168584,NA,NA,NA
221006_Smp_S3_C1_D2_A,S3_C1_D2,A,RC078,Ectoine,504612576,NA,NA,NA
221006_Smp_S3_C1_D2_B,S3_C1_D2,B,RC078,Ectoine,507430656,NA,NA,NA
221006_Smp_S3_C1_D2_C,S3_C1_D2,C,RC078,Ectoine,335354016,NA,NA,NA
221006_Smp_S3_C2_D3_A,S3_C2_D3,A,RC078,Ectoine,616392896,NA,NA,NA
221006_Smp_S3_C2_D3_B,S3_C2_D3,B,RC078,Ectoine,987119488,NA,NA,NA
221006_Smp_S3_C2_D3_C,S3_C2_D3,C,RC078,Ectoine,836996480,NA,NA,NA
221006_Smp_S3_C2_D4_A,S3_C2_D4,A,RC078,Ectoine,1303265664,NA,NA,NA
221006_Smp_S3_C2_D4_B,S3_C2_D4,B,RC078,Ectoine,1250224640,NA,NA,NA
221006_Smp_S3_C2_D4_C,S3_C2_D4,C,RC078,Ectoine,873761664,NA,NA,NA
221006_Smp_S4_C1_D1_A,S4_C1_D1,A,RC078,Ectoine,175790128,NA,NA,NA
221006_Smp_S4_C1_D1_B,S4_C1_D1,B,RC078,Ectoine,127954808,NA,NA,NA
221006_Smp_S4_C1_D1_Blk,NA,NA,RC078,Ectoine,582974,NA,NA,NA
221006_Smp_S4_C1_D1_C,S4_C1_D1,C,RC078,Ectoine,154536720,NA,NA,NA
221006_Smp_S4_C1_D2_A,S4_C1_D2,A,RC078,Ectoine,315746624,NA,NA,NA
221006_Smp_S4_C1_D2_B,S4_C1_D2,B,RC078,Ectoine,294351744,NA,NA,NA
221006_Smp_S4_C1_D2_Blk,NA,NA,RC078,Ectoine,337715,NA,NA,NA
221006_Smp_S4_C1_D2_C,S4_C1_D2,C,RC078,Ectoine,344600224,NA,NA,NA
221006_Smp_S4_C2_D3_A,S4_C2_D3,A,RC078,Ectoine,483637056,NA,NA,NA
221006_Smp_S4_C2_D3_B,S4_C2_D3,B,RC078,Ectoine,640648832,NA,NA,NA
221006_Smp_S4_C2_D3_Blk,NA,NA,RC078,Ectoine,1838292,NA,NA,NA
221006_Smp_S4_C2_D3_C,S4_C2_D3,C,RC078,Ectoine,1793921664,NA,NA,NA
221006_Smp_S4_C2_D4_A,S4_C2_D4,A,RC078,Ectoine,1900989056,NA,NA,NA
221006_Smp_S4_C2_D4_B,S4_C2_D4,B,RC078,Ectoine,1710537856,NA,NA,NA
221006_Smp_S4_C2_D4_Blk,NA,NA,RC078,Ectoine,1444511,NA,NA,NA
221006_Smp_S4_C2_D4_C,S4_C2_D4,C,RC078,Ectoine,616095616,NA,NA,NA
221006_Smp_S5_C3_D1_A,S5_C3_D1,A,RC078,Ectoine,412880448,NA,NA,NA
221006_Smp_S5_C3_D1_B,S5_C3_D1,B,RC078,Ectoine,418239552,NA,NA,NA
221006_Smp_S5_C3_D1_C,S5_C3_D1,C,RC078,Ectoine,467457472,NA,NA,NA
221006_Smp_S5_C3_D2_A,S5_C3_D2,A,RC078,Ectoine,8163711488,NA,NA,NA
221006_Smp_S5_C3_D2_B,S5_C3_D2,B,RC078,Ectoine,6017638400,NA,NA,NA
221006_Smp_S5_C3_D2_C,S5_C3_D2,C,RC078,Ectoine,4935163392,NA,NA,NA
221006_Smp_S5_C3_D3_A,S5_C3_D3,A,RC078,Ectoine,1204852096,NA,NA,NA
221006_Smp_S5_C3_D3_B,S5_C3_D3,B,RC078,Ectoine,8829669376,NA,NA,NA
221006_Smp_S5_C3_D3_C,S5_C3_D3,C,RC078,Ectoine,5189965824,NA,NA,NA
221006_Smp_S6_C1_D1_A,S6_C1_D1,A,RC078,Ectoine,1408356224,NA,NA,NA
221006_Smp_S6_C1_D1_B,S6_C1_D1,B,RC078,Ectoine,973097408,NA,NA,NA
221006_Smp_S6_C1_D1_C,S6_C1_D1,C,RC078,Ectoine,1553341952,NA,NA,NA
221006_Smp_S6_C1_D2_A,S6_C1_D2,A,RC078,Ectoine,1083208192,NA,NA,NA
221006_Smp_S6_C1_D2_B,S6_C1_D2,B,RC078,Ectoine,806207168,NA,NA,NA
221006_Smp_S6_C1_D2_C,S6_C1_D2,C,RC078,Ectoine,1038070528,NA,NA,NA
221006_Smp_S6_C2_D3_A,S6_C2_D3,A,RC078,Ectoine,94027920,NA,NA,NA
221006_Smp_S6_C2_D3_B,S6_C2_D3,B,RC078,Ectoine,113851880,NA,NA,NA
221006_Smp_S6_C2_D3_C,S6_C2_D3,C,RC078,Ectoine,54278264,NA,NA,NA
221006_Smp_S6_C2_D4_A,S6_C2_D4,A,RC078,Ectoine,154774704,NA,NA,NA
221006_Smp_S6_C2_D4_B,S6_C2_D4,B,RC078,Ectoine,147559088,NA,NA,NA
221006_Smp_S6_C2_D4_C,S6_C2_D4,C,RC078,Ectoine,204827296,NA,NA,NA
221006_Smp_S7_C1_D1_A,S7_C1_D1,A,RC078,Ectoine,725126080,NA,NA,NA
221006_Smp_S7_C1_D1_B,S7_C1_D1,B,RC078,Ectoine,421601216,NA,NA,NA
221006_Smp_S7_C1_D1_Blk,NA,NA,RC078,Ectoine,2373261,NA,NA,NA
221006_Smp_S7_C1_D1_C,S7_C1_D1,C,RC078,Ectoine,370266656,NA,NA,NA
221006_Smp_S7_C1_D2_A,S7_C1_D2,A,RC078,Ectoine,860793600,NA,NA,NA
221006_Smp_S7_C1_D2_B,S7_C1_D2,B,RC078,Ectoine,918224000,NA,NA,NA
221006_Smp_S7_C1_D2_C,S7_C1_D2,C,RC078,Ectoine,474247232,NA,NA,NA
221006_Smp_S7_C2_D3_A,S7_C2_D3,A,RC078,Ectoine,648658368,NA,NA,NA
221006_Smp_S7_C2_D3_B,S7_C2_D3,B,RC078,Ectoine,480513664,NA,NA,NA
221006_Smp_S7_C2_D3_Blk,NA,NA,RC078,Ectoine,779838,NA,NA,NA
221006_Smp_S7_C2_D3_C,S7_C2_D3,C,RC078,Ectoine,680837376,NA,NA,NA
221006_Smp_S7_C2_D4_A,S7_C2_D4,A,RC078,Ectoine,1166272512,NA,NA,NA
221006_Smp_S7_C2_D4_B,S7_C2_D4,B,RC078,Ectoine,803243200,NA,NA,NA
221006_Smp_S7_C2_D4_C,S7_C2_D4,C,RC078,Ectoine,711320256,NA,NA,NA
221006_Smp_S7_C3_D5_A,S7_C3_D5,A,RC078,Ectoine,4122610944,NA,NA,NA
221006_Smp_S7_C3_D5_B,S7_C3_D5,B,RC078,Ectoine,2711152128,NA,NA,NA
221006_Smp_S7_C3_D5_Blk,NA,NA,RC078,Ectoine,5579127,NA,NA,NA
221006_Smp_S7_C3_D5_C,S7_C3_D5,C,RC078,Ectoine,3896349440,NA,NA,NA
221006_Smp_S7_C3_D6_A,S7_C3_D6,A,RC078,Ectoine,3774614784,NA,NA,NA
221006_Smp_S7_C3_D6_B,S7_C3_D6,B,RC078,Ectoine,3261969152,NA,NA,NA
221006_Smp_S7_C3_D6_C,S7_C3_D6,C,RC078,Ectoine,4071643136,NA,NA,NA
221006_Smp_S8_C1_D1_A_2L,S8_C1_D1_A_2L,NA,RC078,Ectoine,52474120,NA,NA,NA
221006_Smp_S8_C1_D1_A_4L,S8_C1_D1_A_4L,NA,RC078,Ectoine,182316256,NA,NA,NA
221006_Smp_S8_C1_D2_A,S8_C1_D2,A,RC078,Ectoine,55398408,NA,NA,NA
221006_Std_4uMStdsMix1InH2O_1,NA,NA,RC078,Glycine betaine,1864532224,NA,NA,NA
221006_Std_4uMStdsMix1InH2O_2,NA,NA,RC078,Glycine betaine,2361821440,NA,NA,NA
221006_Std_4uMStdsMix1InMatrix_1,NA,NA,RC078,Glycine betaine,10645271552,NA,NA,NA
221006_Std_4uMStdsMix1InMatrix_2,NA,NA,RC078,Glycine betaine,10642156544,NA,NA,NA
221006_Std_4uMStdsMix2InH2O_1,NA,NA,RC078,Glycine betaine,62450764,NA,NA,NA
221006_Std_4uMStdsMix2InH2O_2,NA,NA,RC078,Glycine betaine,22383514,NA,NA,NA
221006_Std_4uMStdsMix2InMatrix_1,NA,NA,RC078,Glycine betaine,8848020480,NA,NA,NA
221006_Std_4uMStdsMix2InMatrix_2,NA,NA,RC078,Glycine betaine,8722046976,NA,NA,NA
221006_Std_H2OinMatrix_1,NA,NA,RC078,Glycine betaine,8477237248,NA,NA,NA
221006_Std_H2OinMatrix_2,NA,NA,RC078,Glycine betaine,8850281472,NA,NA,NA
221006_Poo_TruePooRC_Full1,NA,NA,RC078,Glycine betaine,13484120064,NA,NA,NA
221006_Poo_TruePooRC_Full2,NA,NA,RC078,Glycine betaine,13061296128,NA,NA,NA
221006_Poo_TruePooRC_Full3,NA,NA,RC078,Glycine betaine,14221100032,NA,NA,NA
221006_Poo_TruePooRC_Full4,NA,NA,RC078,Glycine betaine,12634820608,NA,NA,NA
221006_Poo_TruePooRC_Half1,NA,NA,RC078,Glycine betaine,7231662080,NA,NA,NA
221006_Poo_TruePooRC_Half2,NA,NA,RC078,Glycine betaine,7433256448,NA,NA,NA
221006_Poo_TruePooRC_Half3,NA,NA,RC078,Glycine betaine,8227410432,NA,NA,NA
221006_Poo_TruePooRC_Half4,NA,NA,RC078,Glycine betaine,7331305472,NA,NA,NA
221006_Smp_S1_C1_5m_A,S1_C1_5m,A,RC078,Glycine betaine,15676107776,NA,NA,NA
221006_Smp_S1_C1_5m_B,S1_C1_5m,B,RC078,Glycine betaine,16418746368,NA,NA,NA
221006_Smp_S1_C1_5m_C,S1_C1_5m,C,RC078,Glycine betaine,18988847104,NA,NA,NA
221006_Smp_S1_C1_DCM_A,S1_C1_DCM,A,RC078,Glycine betaine,9532038144,NA,NA,NA
221006_Smp_S1_C1_DCM_B,S1_C1_DCM,B,RC078,Glycine betaine,21572126720,NA,NA,NA
221006_Smp_S1_C1_DCM_C,S1_C1_DCM,C,RC078,Glycine betaine,9069711360,NA,NA,NA
221006_Smp_S2_C1_SRF_A,S2_C1_SRF,A,RC078,Glycine betaine,12494372864,NA,NA,NA
221006_Smp_S2_C1_SRF_B,S2_C1_SRF,B,RC078,Glycine betaine,14686313472,NA,NA,NA
221006_Smp_S2_C1_SRF_C,S2_C1_SRF,C,RC078,Glycine betaine,17831249920,NA,NA,NA
221006_Smp_S2_C2_D1_A,S2_C2_D1,A,RC078,Glycine betaine,4872432128,NA,NA,NA
221006_Smp_S2_C2_D1_B,S2_C2_D1,B,RC078,Glycine betaine,4291459584,NA,NA,NA
221006_Smp_S2_C2_D1_C,S2_C2_D1,C,RC078,Glycine betaine,3988474880,NA,NA,NA
221006_Smp_S2_C2_D2_A,S2_C2_D2,A,RC078,Glycine betaine,5682897408,NA,NA,NA
221006_Smp_S2_C2_D2_B,S2_C2_D2,B,RC078,Glycine betaine,7852688896,NA,NA,NA
221006_Smp_S2_C2_D2_C,S2_C2_D2,C,RC078,Glycine betaine,7029230592,NA,NA,NA
221006_Smp_S2_C3_D3_A,S2_C3_D3,A,RC078,Glycine betaine,6659117568,NA,NA,NA
221006_Smp_S2_C3_D3_B,S2_C3_D3,B,RC078,Glycine betaine,7040345600,NA,NA,NA
221006_Smp_S2_C3_D3_C,S2_C3_D3,C,RC078,Glycine betaine,6439695872,NA,NA,NA
221006_Smp_S2_C3_D4_A,S2_C3_D4,A,RC078,Glycine betaine,8555378688,NA,NA,NA
221006_Smp_S2_C3_D4_B,S2_C3_D4,B,RC078,Glycine betaine,7063597056,NA,NA,NA
221006_Smp_S2_C3_D4_C,S2_C3_D4,C,RC078,Glycine betaine,8255461888,NA,NA,NA
221006_Smp_S2_C4_D5_A,S2_C4_D5,A,RC078,Glycine betaine,9050451968,NA,NA,NA
221006_Smp_S2_C4_D5_B,S2_C4_D5,B,RC078,Glycine betaine,10875097088,NA,NA,NA
221006_Smp_S2_C4_D5_C,S2_C4_D5,C,RC078,Glycine betaine,11440535552,NA,NA,NA
221006_Smp_S2_C4_D6_A,S2_C4_D6,A,RC078,Glycine betaine,11058579456,NA,NA,NA
221006_Smp_S2_C4_D6_B,S2_C4_D6,B,RC078,Glycine betaine,9325535232,NA,NA,NA
221006_Smp_S2_C4_D6_C,S2_C4_D6,C,RC078,Glycine betaine,7518878720,NA,NA,NA
221006_Smp_S3_C1_D1_A,S3_C1_D1,A,RC078,Glycine betaine,4193416704,NA,NA,NA
221006_Smp_S3_C1_D1_B,S3_C1_D1,B,RC078,Glycine betaine,5043972608,NA,NA,NA
221006_Smp_S3_C1_D1_C,S3_C1_D1,C,RC078,Glycine betaine,4424931840,NA,NA,NA
221006_Smp_S3_C1_D2_A,S3_C1_D2,A,RC078,Glycine betaine,8723623936,NA,NA,NA
221006_Smp_S3_C1_D2_B,S3_C1_D2,B,RC078,Glycine betaine,7621382656,NA,NA,NA
221006_Smp_S3_C1_D2_C,S3_C1_D2,C,RC078,Glycine betaine,7908254720,NA,NA,NA
221006_Smp_S3_C2_D3_A,S3_C2_D3,A,RC078,Glycine betaine,8906867712,NA,NA,NA
221006_Smp_S3_C2_D3_B,S3_C2_D3,B,RC078,Glycine betaine,9547934720,NA,NA,NA
221006_Smp_S3_C2_D3_C,S3_C2_D3,C,RC078,Glycine betaine,9678886912,NA,NA,NA
221006_Smp_S3_C2_D4_A,S3_C2_D4,A,RC078,Glycine betaine,12305547264,NA,NA,NA
221006_Smp_S3_C2_D4_B,S3_C2_D4,B,RC078,Glycine betaine,10998079488,NA,NA,NA
221006_Smp_S3_C2_D4_C,S3_C2_D4,C,RC078,Glycine betaine,10545894400,NA,NA,NA
221006_Smp_S4_C1_D1_A,S4_C1_D1,A,RC078,Glycine betaine,4972958720,NA,NA,NA
221006_Smp_S4_C1_D1_B,S4_C1_D1,B,RC078,Glycine betaine,4605467648,NA,NA,NA
221006_Smp_S4_C1_D1_Blk,NA,NA,RC078,Glycine betaine,105816480,NA,NA,NA
221006_Smp_S4_C1_D1_C,S4_C1_D1,C,RC078,Glycine betaine,4274793472,NA,NA,NA
221006_Smp_S4_C1_D2_A,S4_C1_D2,A,RC078,Glycine betaine,8931816448,NA,NA,NA
221006_Smp_S4_C1_D2_B,S4_C1_D2,B,RC078,Glycine betaine,9631566848,NA,NA,NA
221006_Smp_S4_C1_D2_Blk,NA,NA,RC078,Glycine betaine,41351284,NA,NA,NA
221006_Smp_S4_C1_D2_C,S4_C1_D2,C,RC078,Glycine betaine,9920028672,NA,NA,NA
221006_Smp_S4_C2_D3_A,S4_C2_D3,A,RC078,Glycine betaine,10608722944,NA,NA,NA
221006_Smp_S4_C2_D3_B,S4_C2_D3,B,RC078,Glycine betaine,13121669120,NA,NA,NA
221006_Smp_S4_C2_D3_Blk,NA,NA,RC078,Glycine betaine,157698416,NA,NA,NA
221006_Smp_S4_C2_D3_C,S4_C2_D3,C,RC078,Glycine betaine,15079037952,NA,NA,NA
221006_Smp_S4_C2_D4_A,S4_C2_D4,A,RC078,Glycine betaine,15074594816,NA,NA,NA
221006_Smp_S4_C2_D4_B,S4_C2_D4,B,RC078,Glycine betaine,16503676928,NA,NA,NA
221006_Smp_S4_C2_D4_Blk,NA,NA,RC078,Glycine betaine,100212440,NA,NA,NA
221006_Smp_S4_C2_D4_C,S4_C2_D4,C,RC078,Glycine betaine,12409379840,NA,NA,NA
221006_Smp_S5_C3_D1_A,S5_C3_D1,A,RC078,Glycine betaine,6286796288,NA,NA,NA
221006_Smp_S5_C3_D1_B,S5_C3_D1,B,RC078,Glycine betaine,8465570304,NA,NA,NA
221006_Smp_S5_C3_D1_C,S5_C3_D1,C,RC078,Glycine betaine,9482970112,NA,NA,NA
221006_Smp_S5_C3_D2_A,S5_C3_D2,A,RC078,Glycine betaine,14947804160,NA,NA,NA
221006_Smp_S5_C3_D2_B,S5_C3_D2,B,RC078,Glycine betaine,17107358720,NA,NA,NA
221006_Smp_S5_C3_D2_C,S5_C3_D2,C,RC078,Glycine betaine,18261467136,NA,NA,NA
221006_Smp_S5_C3_D3_A,S5_C3_D3,A,RC078,Glycine betaine,5987265024,NA,NA,NA
221006_Smp_S5_C3_D3_B,S5_C3_D3,B,RC078,Glycine betaine,22909718528,NA,NA,NA
221006_Smp_S5_C3_D3_C,S5_C3_D3,C,RC078,Glycine betaine,17259776000,NA,NA,NA
221006_Smp_S6_C1_D1_A,S6_C1_D1,A,RC078,Glycine betaine,23472584704,NA,NA,NA
221006_Smp_S6_C1_D1_B,S6_C1_D1,B,RC078,Glycine betaine,16550929408,NA,NA,NA
221006_Smp_S6_C1_D1_C,S6_C1_D1,C,RC078,Glycine betaine,21122355200,NA,NA,NA
221006_Smp_S6_C1_D2_A,S6_C1_D2,A,RC078,Glycine betaine,6754715136,NA,NA,NA
221006_Smp_S6_C1_D2_B,S6_C1_D2,B,RC078,Glycine betaine,5805520896,NA,NA,NA
221006_Smp_S6_C1_D2_C,S6_C1_D2,C,RC078,Glycine betaine,7657223680,NA,NA,NA
221006_Smp_S6_C2_D3_A,S6_C2_D3,A,RC078,Glycine betaine,4572081664,NA,NA,NA
221006_Smp_S6_C2_D3_B,S6_C2_D3,B,RC078,Glycine betaine,4661628416,NA,NA,NA
221006_Smp_S6_C2_D3_C,S6_C2_D3,C,RC078,Glycine betaine,3344196096,NA,NA,NA
221006_Smp_S6_C2_D4_A,S6_C2_D4,A,RC078,Glycine betaine,7181003264,NA,NA,NA
221006_Smp_S6_C2_D4_B,S6_C2_D4,B,RC078,Glycine betaine,6835854336,NA,NA,NA
221006_Smp_S6_C2_D4_C,S6_C2_D4,C,RC078,Glycine betaine,7085406208,NA,NA,NA
221006_Smp_S7_C1_D1_A,S7_C1_D1,A,RC078,Glycine betaine,19264862208,NA,NA,NA
221006_Smp_S7_C1_D1_B,S7_C1_D1,B,RC078,Glycine betaine,18999808000,NA,NA,NA
221006_Smp_S7_C1_D1_Blk,NA,NA,RC078,Glycine betaine,79405232,NA,NA,NA
221006_Smp_S7_C1_D1_C,S7_C1_D1,C,RC078,Glycine betaine,19953817600,NA,NA,NA
221006_Smp_S7_C1_D2_A,S7_C1_D2,A,RC078,Glycine betaine,19732248576,NA,NA,NA
221006_Smp_S7_C1_D2_B,S7_C1_D2,B,RC078,Glycine betaine,21636061184,NA,NA,NA
221006_Smp_S7_C1_D2_C,S7_C1_D2,C,RC078,Glycine betaine,18858960896,NA,NA,NA
221006_Smp_S7_C2_D3_A,S7_C2_D3,A,RC078,Glycine betaine,11969309696,NA,NA,NA
221006_Smp_S7_C2_D3_B,S7_C2_D3,B,RC078,Glycine betaine,12239026176,NA,NA,NA
221006_Smp_S7_C2_D3_Blk,NA,NA,RC078,Glycine betaine,139664816,NA,NA,NA
221006_Smp_S7_C2_D3_C,S7_C2_D3,C,RC078,Glycine betaine,15433666560,NA,NA,NA
221006_Smp_S7_C2_D4_A,S7_C2_D4,A,RC078,Glycine betaine,22365014016,NA,NA,NA
221006_Smp_S7_C2_D4_B,S7_C2_D4,B,RC078,Glycine betaine,24852975616,NA,NA,NA
221006_Smp_S7_C2_D4_C,S7_C2_D4,C,RC078,Glycine betaine,19046074368,NA,NA,NA
221006_Smp_S7_C3_D5_A,S7_C3_D5,A,RC078,Glycine betaine,34330759168,NA,NA,NA
221006_Smp_S7_C3_D5_B,S7_C3_D5,B,RC078,Glycine betaine,27296235520,NA,NA,NA
221006_Smp_S7_C3_D5_Blk,NA,NA,RC078,Glycine betaine,201017840,NA,NA,NA
221006_Smp_S7_C3_D5_C,S7_C3_D5,C,RC078,Glycine betaine,29881833472,NA,NA,NA
221006_Smp_S7_C3_D6_A,S7_C3_D6,A,RC078,Glycine betaine,23927037952,NA,NA,NA
221006_Smp_S7_C3_D6_B,S7_C3_D6,B,RC078,Glycine betaine,25156921344,NA,NA,NA
221006_Smp_S7_C3_D6_C,S7_C3_D6,C,RC078,Glycine betaine,22777729024,NA,NA,NA
221006_Smp_S8_C1_D1_A_2L,S8_C1_D1_A_2L,NA,RC078,Glycine betaine,4635992576,NA,NA,NA
221006_Smp_S8_C1_D1_A_4L,S8_C1_D1_A_4L,NA,RC078,Glycine betaine,9886483456,NA,NA,NA
221006_Smp_S8_C1_D2_A,S8_C1_D2,A,RC078,Glycine betaine,2662237696,NA,NA,NA
221006_Std_4uMStdsMix1InH2O_1,NA,NA,RC078,Gonyol,NA,NA,NA,NA
221006_Std_4uMStdsMix1InH2O_2,NA,NA,RC078,Gonyol,8350,NA,NA,NA
221006_Std_4uMStdsMix1InMatrix_1,NA,NA,RC078,Gonyol,261326464,NA,NA,NA
221006_Std_4uMStdsMix1InMatrix_2,NA,NA,RC078,Gonyol,307139200,NA,NA,NA
221006_Std_4uMStdsMix2InH2O_1,NA,NA,RC078,Gonyol,62285836,NA,NA,NA
221006_Std_4uMStdsMix2InH2O_2,NA,NA,RC078,Gonyol,90348048,NA,NA,NA
221006_Std_4uMStdsMix2InMatrix_1,NA,NA,RC078,Gonyol,332643296,NA,NA,NA
221006_Std_4uMStdsMix2InMatrix_2,NA,NA,RC078,Gonyol,477911456,NA,NA,NA
221006_Std_H2OinMatrix_1,NA,NA,RC078,Gonyol,236478032,NA,NA,NA
221006_Std_H2OinMatrix_2,NA,NA,RC078,Gonyol,289865344,NA,NA,NA
221006_Poo_TruePooRC_Full1,NA,NA,RC078,Gonyol,371983168,NA,NA,NA
221006_Poo_TruePooRC_Full2,NA,NA,RC078,Gonyol,395889248,NA,NA,NA
221006_Poo_TruePooRC_Full3,NA,NA,RC078,Gonyol,434322944,NA,NA,NA
221006_Poo_TruePooRC_Full4,NA,NA,RC078,Gonyol,453494752,NA,NA,NA
221006_Poo_TruePooRC_Half1,NA,NA,RC078,Gonyol,198798304,NA,NA,NA
221006_Poo_TruePooRC_Half2,NA,NA,RC078,Gonyol,200131600,NA,NA,NA
221006_Poo_TruePooRC_Half3,NA,NA,RC078,Gonyol,241605568,NA,NA,NA
221006_Poo_TruePooRC_Half4,NA,NA,RC078,Gonyol,235761168,NA,NA,NA
221006_Smp_S1_C1_5m_A,S1_C1_5m,A,RC078,Gonyol,703755776,NA,NA,NA
221006_Smp_S1_C1_5m_B,S1_C1_5m,B,RC078,Gonyol,695501952,NA,NA,NA
221006_Smp_S1_C1_5m_C,S1_C1_5m,C,RC078,Gonyol,751562688,NA,NA,NA
221006_Smp_S1_C1_DCM_A,S1_C1_DCM,A,RC078,Gonyol,243917408,NA,NA,NA
221006_Smp_S1_C1_DCM_B,S1_C1_DCM,B,RC078,Gonyol,1128913664,NA,NA,NA
221006_Smp_S1_C1_DCM_C,S1_C1_DCM,C,RC078,Gonyol,188657952,NA,NA,NA
221006_Smp_S2_C1_SRF_A,S2_C1_SRF,A,RC078,Gonyol,261483440,NA,NA,NA
221006_Smp_S2_C1_SRF_B,S2_C1_SRF,B,RC078,Gonyol,527910752,NA,NA,NA
221006_Smp_S2_C1_SRF_C,S2_C1_SRF,C,RC078,Gonyol,873116224,NA,NA,NA
221006_Smp_S2_C2_D1_A,S2_C2_D1,A,RC078,Gonyol,54420856,NA,NA,NA
221006_Smp_S2_C2_D1_B,S2_C2_D1,B,RC078,Gonyol,38776492,NA,NA,NA
221006_Smp_S2_C2_D1_C,S2_C2_D1,C,RC078,Gonyol,33143724,NA,NA,NA
221006_Smp_S2_C2_D2_A,S2_C2_D2,A,RC078,Gonyol,81988960,NA,NA,NA
221006_Smp_S2_C2_D2_B,S2_C2_D2,B,RC078,Gonyol,98094656,NA,NA,NA
221006_Smp_S2_C2_D2_C,S2_C2_D2,C,RC078,Gonyol,106530632,NA,NA,NA
221006_Smp_S2_C3_D3_A,S2_C3_D3,A,RC078,Gonyol,70814488,NA,NA,NA
221006_Smp_S2_C3_D3_B,S2_C3_D3,B,RC078,Gonyol,85654096,NA,NA,NA
221006_Smp_S2_C3_D3_C,S2_C3_D3,C,RC078,Gonyol,69335680,NA,NA,NA
221006_Smp_S2_C3_D4_A,S2_C3_D4,A,RC078,Gonyol,79947336,NA,NA,NA
221006_Smp_S2_C3_D4_B,S2_C3_D4,B,RC078,Gonyol,64344428,NA,NA,NA
221006_Smp_S2_C3_D4_C,S2_C3_D4,C,RC078,Gonyol,92912904,NA,NA,NA
221006_Smp_S2_C4_D5_A,S2_C4_D5,A,RC078,Gonyol,119919240,NA,NA,NA
221006_Smp_S2_C4_D5_B,S2_C4_D5,B,RC078,Gonyol,125259328,NA,NA,NA
221006_Smp_S2_C4_D5_C,S2_C4_D5,C,RC078,Gonyol,153799936,NA,NA,NA
221006_Smp_S2_C4_D6_A,S2_C4_D6,A,RC078,Gonyol,336596320,NA,NA,NA
221006_Smp_S2_C4_D6_B,S2_C4_D6,B,RC078,Gonyol,144641264,NA,NA,NA
221006_Smp_S2_C4_D6_C,S2_C4_D6,C,RC078,Gonyol,110541832,NA,NA,NA
221006_Smp_S3_C1_D1_A,S3_C1_D1,A,RC078,Gonyol,39117448,NA,NA,NA
221006_Smp_S3_C1_D1_B,S3_C1_D1,B,RC078,Gonyol,55266688,NA,NA,NA
221006_Smp_S3_C1_D1_C,S3_C1_D1,C,RC078,Gonyol,32824498,NA,NA,NA
221006_Smp_S3_C1_D2_A,S3_C1_D2,A,RC078,Gonyol,133551472,NA,NA,NA
221006_Smp_S3_C1_D2_B,S3_C1_D2,B,RC078,Gonyol,120336144,NA,NA,NA
221006_Smp_S3_C1_D2_C,S3_C1_D2,C,RC078,Gonyol,114211456,NA,NA,NA
221006_Smp_S3_C2_D3_A,S3_C2_D3,A,RC078,Gonyol,188065344,NA,NA,NA
