Rep,SampID,replicate,Cruise,Compound,Area,min.area.flag,blk.ratio.flag,smp.remove
190715_Smp_KM1906S5C3D1000_C,190715_Smp_KM1906S5C3D1000,C,G3_DepthProfiles,Sarcosine,3369804,NA,NA,NA
190715_Smp_KM1906S6C3D75_A,190715_Smp_KM1906S6C3D75,A,G3_DepthProfiles,Sarcosine,7411444,NA,NA,NA
190715_Smp_KM1906S6C3D75_B,190715_Smp_KM1906S6C3D75,B,G3_DepthProfiles,Sarcosine,6037826,NA,NA,NA
190715_Smp_KM1906S6C3D75_C,190715_Smp_KM1906S6C3D75,C,G3_DepthProfiles,Sarcosine,6262465,NA,NA,NA
190715_Smp_KM1906S6C3D115_A,190715_Smp_KM1906S6C3D115,A,G3_DepthProfiles,Sarcosine,2286339,NA,NA,NA
190715_Smp_KM1906S6C3D115_B,190715_Smp_KM1906S6C3D115,B,G3_DepthProfiles,Sarcosine,4375706,NA,NA,NA
190715_Smp_KM1906S6C3D115_C,190715_Smp_KM1906S6C3D115,C,G3_DepthProfiles,Sarcosine,6009742,NA,NA,NA
190715_Smp_KM1906S6C3D200_A,190715_Smp_KM1906S6C3D200,A,G3_DepthProfiles,Sarcosine,4476958,NA,NA,NA
190715_Smp_KM1906S6C3D200_B,190715_Smp_KM1906S6C3D200,B,G3_DepthProfiles,Sarcosine,4192620,NA,NA,NA
190715_Smp_KM1906S6C3D200_C,190715_Smp_KM1906S6C3D200,C,G3_DepthProfiles,Sarcosine,3230735,NA,NA,NA
190715_Smp_KM1906S6C3D400_A,190715_Smp_KM1906S6C3D400,A,G3_DepthProfiles,Sarcosine,4091026,NA,NA,NA
190715_Smp_KM1906S6C3D400_B,190715_Smp_KM1906S6C3D400,B,G3_DepthProfiles,Sarcosine,2890493,NA,NA,NA
190715_Smp_KM1906S6C3D400_C,190715_Smp_KM1906S6C3D400,C,G3_DepthProfiles,Sarcosine,4289631,NA,NA,NA
190715_Smp_KM1906S6C3D1000_A,190715_Smp_KM1906S6C3D1000,A,G3_DepthProfiles,Sarcosine,6192599,NA,NA,NA
190715_Smp_KM1906S6C3D1000_B,190715_Smp_KM1906S6C3D1000,B,G3_DepthProfiles,Sarcosine,2971033,NA,NA,NA
190715_Smp_KM1906S6C3D1000_C,190715_Smp_KM1906S6C3D1000,C,G3_DepthProfiles,Sarcosine,3949895,NA,NA,NA
190715_Smp_KM1906U12_A,190715_Smp_KM1906U12,A,G3_DepthProfiles,Sarcosine,8943282,NA,NA,NA
190715_Smp_KM1906U12_B,190715_Smp_KM1906U12,B,G3_DepthProfiles,Sarcosine,8176382,NA,NA,NA
190715_Smp_KM1906U12_C,190715_Smp_KM1906U12,C,G3_DepthProfiles,Sarcosine,8718778,NA,NA,NA
190715_Smp_KM1906U13_A,190715_Smp_KM1906U13,A,G3_DepthProfiles,Sarcosine,4752575,NA,NA,NA
190715_Smp_KM1906U13_B,190715_Smp_KM1906U13,B,G3_DepthProfiles,Sarcosine,8208954,NA,NA,NA
190715_Smp_KM1906U13_C,190715_Smp_KM1906U13,C,G3_DepthProfiles,Sarcosine,5270664,NA,NA,NA
190715_Std_4uMStdsMix1InH2O_1,NA,NA,G3_DepthProfiles,L-Serine,32622450,NA,NA,NA
190715_Std_4uMStdsMix1InH2O_2,NA,NA,G3_DepthProfiles,L-Serine,25044012,NA,NA,NA
190715_Std_4uMStdsMix1InMatrix_1,NA,NA,G3_DepthProfiles,L-Serine,38557056,NA,NA,NA
190715_Std_4uMStdsMix1InMatrix_2,NA,NA,G3_DepthProfiles,L-Serine,29926586,NA,NA,NA
190715_Std_4uMStdsMix2InH2O_1,NA,NA,G3_DepthProfiles,L-Serine,NA,NA,NA,NA
190715_Std_4uMStdsMix2InH2O_2,NA,NA,G3_DepthProfiles,L-Serine,54557,NA,NA,NA
190715_Std_4uMStdsMix2InMatrix_1,NA,NA,G3_DepthProfiles,L-Serine,6960504,NA,NA,NA
190715_Std_4uMStdsMix2InMatrix_2,NA,NA,G3_DepthProfiles,L-Serine,5815687,NA,NA,NA
190715_Std_H2OinMatrix_1,NA,NA,G3_DepthProfiles,L-Serine,7666211,NA,NA,NA
190715_Std_H2OinMatrix_2,NA,NA,G3_DepthProfiles,L-Serine,5264443,NA,NA,NA
190715_Blk_KM1906S6C31000-Blk_B,NA,NA,G3_DepthProfiles,L-Serine,9511563,NA,NA,NA
190715_Blk_KM1906S6C31000-Blk_C,NA,NA,G3_DepthProfiles,L-Serine,7474686,NA,NA,NA
190715_Blk_KM1906U14-Blk_C,NA,NA,G3_DepthProfiles,L-Serine,7144343,NA,NA,NA
190715_Poo_TruePooKM1906_Full1,NA,NA,G3_DepthProfiles,L-Serine,38531792,NA,NA,NA
190715_Poo_TruePooKM1906_Full2,NA,NA,G3_DepthProfiles,L-Serine,29151880,NA,NA,NA
190715_Poo_TruePooKM1906_Full3,NA,NA,G3_DepthProfiles,L-Serine,25421192,NA,NA,NA
190715_Poo_TruePooKM1906_Half1,NA,NA,G3_DepthProfiles,L-Serine,17604364,NA,NA,NA
190715_Poo_TruePooKM1906_Half2,NA,NA,G3_DepthProfiles,L-Serine,14467987,NA,NA,NA
190715_Poo_TruePooKM1906_Half3,NA,NA,G3_DepthProfiles,L-Serine,13845798,NA,NA,NA
190715_Smp_KM1906S4C27D40_A,190715_Smp_KM1906S4C27D40,A,G3_DepthProfiles,L-Serine,24371674,NA,NA,NA
190715_Smp_KM1906S4C27D40_B,190715_Smp_KM1906S4C27D40,B,G3_DepthProfiles,L-Serine,23397832,NA,NA,NA
190715_Smp_KM1906S4C27D40_C,190715_Smp_KM1906S4C27D40,C,G3_DepthProfiles,L-Serine,15704277,NA,NA,NA
190715_Smp_KM1906S4C27D70_A,190715_Smp_KM1906S4C27D70,A,G3_DepthProfiles,L-Serine,17495624,NA,NA,NA
190715_Smp_KM1906S4C27D70_B,190715_Smp_KM1906S4C27D70,B,G3_DepthProfiles,L-Serine,24521244,NA,NA,NA
190715_Smp_KM1906S4C27D70_C,190715_Smp_KM1906S4C27D70,C,G3_DepthProfiles,L-Serine,25070966,NA,NA,NA
190715_Smp_KM1906S4C27D125_A,190715_Smp_KM1906S4C27D125,A,G3_DepthProfiles,L-Serine,9827499,NA,NA,NA
190715_Smp_KM1906S4C27D125_B,190715_Smp_KM1906S4C27D125,B,G3_DepthProfiles,L-Serine,31060710,NA,NA,NA
190715_Smp_KM1906S4C27D125_C,190715_Smp_KM1906S4C27D125,C,G3_DepthProfiles,L-Serine,19355142,NA,NA,NA
190715_Smp_KM1906S4C27D300_A,190715_Smp_KM1906S4C27D300,A,G3_DepthProfiles,L-Serine,18449786,NA,NA,NA
190715_Smp_KM1906S4C27D300_B,190715_Smp_KM1906S4C27D300,B,G3_DepthProfiles,L-Serine,14582588,NA,NA,NA
190715_Smp_KM1906S4C27D300_C,190715_Smp_KM1906S4C27D300,C,G3_DepthProfiles,L-Serine,20251818,NA,NA,NA
190715_Smp_KM1906S4C27D500_A,190715_Smp_KM1906S4C27D500,A,G3_DepthProfiles,L-Serine,15961713,NA,NA,NA
190715_Smp_KM1906S4C27D500_B,190715_Smp_KM1906S4C27D500,B,G3_DepthProfiles,L-Serine,12835806,NA,NA,NA
190715_Smp_KM1906S4C27D500_C,190715_Smp_KM1906S4C27D500,C,G3_DepthProfiles,L-Serine,6062673,NA,NA,NA
190715_Smp_KM1906S4C28D15_A,190715_Smp_KM1906S4C28D15,A,G3_DepthProfiles,L-Serine,22527894,NA,NA,NA
190715_Smp_KM1906S4C28D15_B,190715_Smp_KM1906S4C28D15,B,G3_DepthProfiles,L-Serine,24319692,NA,NA,NA
190715_Smp_KM1906S4C28D15_C,190715_Smp_KM1906S4C28D15,C,G3_DepthProfiles,L-Serine,15736711,NA,NA,NA
190715_Smp_KM1906S5C3D80_A,190715_Smp_KM1906S5C3D80,A,G3_DepthProfiles,L-Serine,10712980,NA,NA,NA
190715_Smp_KM1906S5C3D80_B,190715_Smp_KM1906S5C3D80,B,G3_DepthProfiles,L-Serine,12314730,NA,NA,NA
190715_Smp_KM1906S5C3D80_C,190715_Smp_KM1906S5C3D80,C,G3_DepthProfiles,L-Serine,12647918,NA,NA,NA
190715_Smp_KM1906S5C3D125_A,190715_Smp_KM1906S5C3D125,A,G3_DepthProfiles,L-Serine,7635329,NA,NA,NA
190715_Smp_KM1906S5C3D125_B,190715_Smp_KM1906S5C3D125,B,G3_DepthProfiles,L-Serine,10332277,NA,NA,NA
190715_Smp_KM1906S5C3D125_C,190715_Smp_KM1906S5C3D125,C,G3_DepthProfiles,L-Serine,12294106,NA,NA,NA
190715_Smp_KM1906S5C3D200_A,190715_Smp_KM1906S5C3D200,A,G3_DepthProfiles,L-Serine,2758220,NA,NA,NA
190715_Smp_KM1906S5C3D200_B,190715_Smp_KM1906S5C3D200,B,G3_DepthProfiles,L-Serine,5121974,NA,NA,NA
190715_Smp_KM1906S5C3D200_C,190715_Smp_KM1906S5C3D200,C,G3_DepthProfiles,L-Serine,2492381,NA,NA,NA
190715_Smp_KM1906S5C3D400_A,190715_Smp_KM1906S5C3D400,A,G3_DepthProfiles,L-Serine,2947563,NA,NA,NA
190715_Smp_KM1906S5C3D400_B,190715_Smp_KM1906S5C3D400,B,G3_DepthProfiles,L-Serine,2525883,NA,NA,NA
190715_Smp_KM1906S5C3D400_C,190715_Smp_KM1906S5C3D400,C,G3_DepthProfiles,L-Serine,6435909,NA,NA,NA
190715_Smp_KM1906S5C3D1000_A,190715_Smp_KM1906S5C3D1000,A,G3_DepthProfiles,L-Serine,6174609,NA,NA,NA
190715_Smp_KM1906S5C3D1000_B,190715_Smp_KM1906S5C3D1000,B,G3_DepthProfiles,L-Serine,9449848,NA,NA,NA
190715_Smp_KM1906S5C3D1000_C,190715_Smp_KM1906S5C3D1000,C,G3_DepthProfiles,L-Serine,9026716,NA,NA,NA
190715_Smp_KM1906S6C3D75_A,190715_Smp_KM1906S6C3D75,A,G3_DepthProfiles,L-Serine,27358256,NA,NA,NA
190715_Smp_KM1906S6C3D75_B,190715_Smp_KM1906S6C3D75,B,G3_DepthProfiles,L-Serine,21765944,NA,NA,NA
190715_Smp_KM1906S6C3D75_C,190715_Smp_KM1906S6C3D75,C,G3_DepthProfiles,L-Serine,12196032,NA,NA,NA
190715_Smp_KM1906S6C3D115_A,190715_Smp_KM1906S6C3D115,A,G3_DepthProfiles,L-Serine,18800922,NA,NA,NA
190715_Smp_KM1906S6C3D115_B,190715_Smp_KM1906S6C3D115,B,G3_DepthProfiles,L-Serine,11600164,NA,NA,NA
190715_Smp_KM1906S6C3D115_C,190715_Smp_KM1906S6C3D115,C,G3_DepthProfiles,L-Serine,14087080,NA,NA,NA
190715_Smp_KM1906S6C3D200_A,190715_Smp_KM1906S6C3D200,A,G3_DepthProfiles,L-Serine,23607564,NA,NA,NA
190715_Smp_KM1906S6C3D200_B,190715_Smp_KM1906S6C3D200,B,G3_DepthProfiles,L-Serine,12190505,NA,NA,NA
190715_Smp_KM1906S6C3D200_C,190715_Smp_KM1906S6C3D200,C,G3_DepthProfiles,L-Serine,12993946,NA,NA,NA
190715_Smp_KM1906S6C3D400_A,190715_Smp_KM1906S6C3D400,A,G3_DepthProfiles,L-Serine,10752858,NA,NA,NA
190715_Smp_KM1906S6C3D400_B,190715_Smp_KM1906S6C3D400,B,G3_DepthProfiles,L-Serine,16171367,NA,NA,NA
190715_Smp_KM1906S6C3D400_C,190715_Smp_KM1906S6C3D400,C,G3_DepthProfiles,L-Serine,8917872,NA,NA,NA
190715_Smp_KM1906S6C3D1000_A,190715_Smp_KM1906S6C3D1000,A,G3_DepthProfiles,L-Serine,25974486,NA,NA,NA
190715_Smp_KM1906S6C3D1000_B,190715_Smp_KM1906S6C3D1000,B,G3_DepthProfiles,L-Serine,19059126,NA,NA,NA
190715_Smp_KM1906S6C3D1000_C,190715_Smp_KM1906S6C3D1000,C,G3_DepthProfiles,L-Serine,7888742,NA,NA,NA
190715_Smp_KM1906U12_A,190715_Smp_KM1906U12,A,G3_DepthProfiles,L-Serine,18061422,NA,NA,NA
190715_Smp_KM1906U12_B,190715_Smp_KM1906U12,B,G3_DepthProfiles,L-Serine,23419578,NA,NA,NA
190715_Smp_KM1906U12_C,190715_Smp_KM1906U12,C,G3_DepthProfiles,L-Serine,16718431,NA,NA,NA
190715_Smp_KM1906U13_A,190715_Smp_KM1906U13,A,G3_DepthProfiles,L-Serine,9415685,NA,NA,NA
190715_Smp_KM1906U13_B,190715_Smp_KM1906U13,B,G3_DepthProfiles,L-Serine,11025445,NA,NA,NA
190715_Smp_KM1906U13_C,190715_Smp_KM1906U13,C,G3_DepthProfiles,L-Serine,7175460,NA,NA,NA
190715_Std_4uMStdsMix1InH2O_1,NA,NA,G3_DepthProfiles,L-Proline,1491514112,NA,NA,NA
190715_Std_4uMStdsMix1InH2O_2,NA,NA,G3_DepthProfiles,L-Proline,1189472384,NA,NA,NA
190715_Std_4uMStdsMix1InMatrix_1,NA,NA,G3_DepthProfiles,L-Proline,1594381312,NA,NA,NA
190715_Std_4uMStdsMix1InMatrix_2,NA,NA,G3_DepthProfiles,L-Proline,1315938944,NA,NA,NA
190715_Std_4uMStdsMix2InH2O_1,NA,NA,G3_DepthProfiles,L-Proline,2336556,NA,NA,NA
190715_Std_4uMStdsMix2InH2O_2,NA,NA,G3_DepthProfiles,L-Proline,5014511,NA,NA,NA
190715_Std_4uMStdsMix2InMatrix_1,NA,NA,G3_DepthProfiles,L-Proline,247865584,NA,NA,NA
190715_Std_4uMStdsMix2InMatrix_2,NA,NA,G3_DepthProfiles,L-Proline,187514208,NA,NA,NA
190715_Std_H2OinMatrix_1,NA,NA,G3_DepthProfiles,L-Proline,259191584,NA,NA,NA
190715_Std_H2OinMatrix_2,NA,NA,G3_DepthProfiles,L-Proline,175875952,NA,NA,NA
190715_Blk_KM1906S6C31000-Blk_B,NA,NA,G3_DepthProfiles,L-Proline,225483792,NA,NA,NA
190715_Blk_KM1906S6C31000-Blk_C,NA,NA,G3_DepthProfiles,L-Proline,233902224,NA,NA,NA
190715_Blk_KM1906U14-Blk_C,NA,NA,G3_DepthProfiles,L-Proline,106327880,NA,NA,NA
190715_Poo_TruePooKM1906_Full1,NA,NA,G3_DepthProfiles,L-Proline,713979200,NA,NA,NA
190715_Poo_TruePooKM1906_Full2,NA,NA,G3_DepthProfiles,L-Proline,622770560,NA,NA,NA
190715_Poo_TruePooKM1906_Full3,NA,NA,G3_DepthProfiles,L-Proline,588699200,NA,NA,NA
190715_Poo_TruePooKM1906_Half1,NA,NA,G3_DepthProfiles,L-Proline,378185536,NA,NA,NA
190715_Poo_TruePooKM1906_Half2,NA,NA,G3_DepthProfiles,L-Proline,347927744,NA,NA,NA
190715_Poo_TruePooKM1906_Half3,NA,NA,G3_DepthProfiles,L-Proline,339949696,NA,NA,NA
190715_Smp_KM1906S4C27D40_A,190715_Smp_KM1906S4C27D40,A,G3_DepthProfiles,L-Proline,857421696,NA,NA,NA
190715_Smp_KM1906S4C27D40_B,190715_Smp_KM1906S4C27D40,B,G3_DepthProfiles,L-Proline,799008768,NA,NA,NA
190715_Smp_KM1906S4C27D40_C,190715_Smp_KM1906S4C27D40,C,G3_DepthProfiles,L-Proline,701696768,NA,NA,NA
190715_Smp_KM1906S4C27D70_A,190715_Smp_KM1906S4C27D70,A,G3_DepthProfiles,L-Proline,324235968,NA,NA,NA
190715_Smp_KM1906S4C27D70_B,190715_Smp_KM1906S4C27D70,B,G3_DepthProfiles,L-Proline,363427744,NA,NA,NA
190715_Smp_KM1906S4C27D70_C,190715_Smp_KM1906S4C27D70,C,G3_DepthProfiles,L-Proline,402059328,NA,NA,NA
190715_Smp_KM1906S4C27D125_A,190715_Smp_KM1906S4C27D125,A,G3_DepthProfiles,L-Proline,234649264,NA,NA,NA
190715_Smp_KM1906S4C27D125_B,190715_Smp_KM1906S4C27D125,B,G3_DepthProfiles,L-Proline,407506880,NA,NA,NA
190715_Smp_KM1906S4C27D125_C,190715_Smp_KM1906S4C27D125,C,G3_DepthProfiles,L-Proline,410592384,NA,NA,NA
190715_Smp_KM1906S4C27D300_A,190715_Smp_KM1906S4C27D300,A,G3_DepthProfiles,L-Proline,189391760,NA,NA,NA
190715_Smp_KM1906S4C27D300_B,190715_Smp_KM1906S4C27D300,B,G3_DepthProfiles,L-Proline,169327248,NA,NA,NA
190715_Smp_KM1906S4C27D300_C,190715_Smp_KM1906S4C27D300,C,G3_DepthProfiles,L-Proline,193793744,NA,NA,NA
190715_Smp_KM1906S4C27D500_A,190715_Smp_KM1906S4C27D500,A,G3_DepthProfiles,L-Proline,117700304,NA,NA,NA
190715_Smp_KM1906S4C27D500_B,190715_Smp_KM1906S4C27D500,B,G3_DepthProfiles,L-Proline,81784048,NA,NA,NA
190715_Smp_KM1906S4C27D500_C,190715_Smp_KM1906S4C27D500,C,G3_DepthProfiles,L-Proline,78526968,NA,NA,NA
190715_Smp_KM1906S4C28D15_A,190715_Smp_KM1906S4C28D15,A,G3_DepthProfiles,L-Proline,560961792,NA,NA,NA
190715_Smp_KM1906S4C28D15_B,190715_Smp_KM1906S4C28D15,B,G3_DepthProfiles,L-Proline,554194752,NA,NA,NA
190715_Smp_KM1906S4C28D15_C,190715_Smp_KM1906S4C28D15,C,G3_DepthProfiles,L-Proline,539925888,NA,NA,NA
190715_Smp_KM1906S5C3D80_A,190715_Smp_KM1906S5C3D80,A,G3_DepthProfiles,L-Proline,681906560,NA,NA,NA
190715_Smp_KM1906S5C3D80_B,190715_Smp_KM1906S5C3D80,B,G3_DepthProfiles,L-Proline,582304384,NA,NA,NA
190715_Smp_KM1906S5C3D80_C,190715_Smp_KM1906S5C3D80,C,G3_DepthProfiles,L-Proline,531431104,NA,NA,NA
190715_Smp_KM1906S5C3D125_A,190715_Smp_KM1906S5C3D125,A,G3_DepthProfiles,L-Proline,130895688,NA,NA,NA
190715_Smp_KM1906S5C3D125_B,190715_Smp_KM1906S5C3D125,B,G3_DepthProfiles,L-Proline,208216624,NA,NA,NA
190715_Smp_KM1906S5C3D125_C,190715_Smp_KM1906S5C3D125,C,G3_DepthProfiles,L-Proline,234849712,NA,NA,NA
190715_Smp_KM1906S5C3D200_A,190715_Smp_KM1906S5C3D200,A,G3_DepthProfiles,L-Proline,176787280,NA,NA,NA
190715_Smp_KM1906S5C3D200_B,190715_Smp_KM1906S5C3D200,B,G3_DepthProfiles,L-Proline,134944400,NA,NA,NA
190715_Smp_KM1906S5C3D200_C,190715_Smp_KM1906S5C3D200,C,G3_DepthProfiles,L-Proline,85649568,NA,NA,NA
190715_Smp_KM1906S5C3D400_A,190715_Smp_KM1906S5C3D400,A,G3_DepthProfiles,L-Proline,65559752,NA,NA,NA
190715_Smp_KM1906S5C3D400_B,190715_Smp_KM1906S5C3D400,B,G3_DepthProfiles,L-Proline,68676880,NA,NA,NA
190715_Smp_KM1906S5C3D400_C,190715_Smp_KM1906S5C3D400,C,G3_DepthProfiles,L-Proline,118187928,NA,NA,NA
190715_Smp_KM1906S5C3D1000_A,190715_Smp_KM1906S5C3D1000,A,G3_DepthProfiles,L-Proline,66161024,NA,NA,NA
190715_Smp_KM1906S5C3D1000_B,190715_Smp_KM1906S5C3D1000,B,G3_DepthProfiles,L-Proline,93016512,NA,NA,NA
190715_Smp_KM1906S5C3D1000_C,190715_Smp_KM1906S5C3D1000,C,G3_DepthProfiles,L-Proline,126716744,NA,NA,NA
190715_Smp_KM1906S6C3D75_A,190715_Smp_KM1906S6C3D75,A,G3_DepthProfiles,L-Proline,323279168,NA,NA,NA
190715_Smp_KM1906S6C3D75_B,190715_Smp_KM1906S6C3D75,B,G3_DepthProfiles,L-Proline,384291744,NA,NA,NA
190715_Smp_KM1906S6C3D75_C,190715_Smp_KM1906S6C3D75,C,G3_DepthProfiles,L-Proline,377059424,NA,NA,NA
190715_Smp_KM1906S6C3D115_A,190715_Smp_KM1906S6C3D115,A,G3_DepthProfiles,L-Proline,311416736,NA,NA,NA
190715_Smp_KM1906S6C3D115_B,190715_Smp_KM1906S6C3D115,B,G3_DepthProfiles,L-Proline,250819024,NA,NA,NA
190715_Smp_KM1906S6C3D115_C,190715_Smp_KM1906S6C3D115,C,G3_DepthProfiles,L-Proline,353097952,NA,NA,NA
190715_Smp_KM1906S6C3D200_A,190715_Smp_KM1906S6C3D200,A,G3_DepthProfiles,L-Proline,193306944,NA,NA,NA
190715_Smp_KM1906S6C3D200_B,190715_Smp_KM1906S6C3D200,B,G3_DepthProfiles,L-Proline,154487760,NA,NA,NA
190715_Smp_KM1906S6C3D200_C,190715_Smp_KM1906S6C3D200,C,G3_DepthProfiles,L-Proline,134598368,NA,NA,NA
190715_Smp_KM1906S6C3D400_A,190715_Smp_KM1906S6C3D400,A,G3_DepthProfiles,L-Proline,173017344,NA,NA,NA
190715_Smp_KM1906S6C3D400_B,190715_Smp_KM1906S6C3D400,B,G3_DepthProfiles,L-Proline,185330960,NA,NA,NA
190715_Smp_KM1906S6C3D400_C,190715_Smp_KM1906S6C3D400,C,G3_DepthProfiles,L-Proline,166360336,NA,NA,NA
190715_Smp_KM1906S6C3D1000_A,190715_Smp_KM1906S6C3D1000,A,G3_DepthProfiles,L-Proline,223381088,NA,NA,NA
190715_Smp_KM1906S6C3D1000_B,190715_Smp_KM1906S6C3D1000,B,G3_DepthProfiles,L-Proline,158409632,NA,NA,NA
190715_Smp_KM1906S6C3D1000_C,190715_Smp_KM1906S6C3D1000,C,G3_DepthProfiles,L-Proline,85469400,NA,NA,NA
190715_Smp_KM1906U12_A,190715_Smp_KM1906U12,A,G3_DepthProfiles,L-Proline,1218424576,NA,NA,NA
190715_Smp_KM1906U12_B,190715_Smp_KM1906U12,B,G3_DepthProfiles,L-Proline,1160991616,NA,NA,NA
190715_Smp_KM1906U12_C,190715_Smp_KM1906U12,C,G3_DepthProfiles,L-Proline,1264441728,NA,NA,NA
190715_Smp_KM1906U13_A,190715_Smp_KM1906U13,A,G3_DepthProfiles,L-Proline,226582416,NA,NA,NA
190715_Smp_KM1906U13_B,190715_Smp_KM1906U13,B,G3_DepthProfiles,L-Proline,270356160,NA,NA,NA
190715_Smp_KM1906U13_C,190715_Smp_KM1906U13,C,G3_DepthProfiles,L-Proline,174173424,NA,NA,NA
190715_Std_4uMStdsMix1InH2O_1,NA,NA,G3_DepthProfiles,Glycine betaine,6493427200,NA,NA,NA
190715_Std_4uMStdsMix1InH2O_2,NA,NA,G3_DepthProfiles,Glycine betaine,7045719040,NA,NA,NA
190715_Std_4uMStdsMix1InMatrix_1,NA,NA,G3_DepthProfiles,Glycine betaine,15993263104,NA,NA,NA
190715_Std_4uMStdsMix1InMatrix_2,NA,NA,G3_DepthProfiles,Glycine betaine,16555651072,NA,NA,NA
190715_Std_4uMStdsMix2InH2O_1,NA,NA,G3_DepthProfiles,Glycine betaine,27133052,NA,NA,NA
190715_Std_4uMStdsMix2InH2O_2,NA,NA,G3_DepthProfiles,Glycine betaine,18307076,NA,NA,NA
190715_Std_4uMStdsMix2InMatrix_1,NA,NA,G3_DepthProfiles,Glycine betaine,10877415424,NA,NA,NA
190715_Std_4uMStdsMix2InMatrix_2,NA,NA,G3_DepthProfiles,Glycine betaine,10385319936,NA,NA,NA
190715_Std_H2OinMatrix_1,NA,NA,G3_DepthProfiles,Glycine betaine,11017229312,NA,NA,NA
190715_Std_H2OinMatrix_2,NA,NA,G3_DepthProfiles,Glycine betaine,10654711808,NA,NA,NA
190715_Blk_KM1906S6C31000-Blk_B,NA,NA,G3_DepthProfiles,Glycine betaine,428716544,NA,NA,NA
190715_Blk_KM1906S6C31000-Blk_C,NA,NA,G3_DepthProfiles,Glycine betaine,223245936,NA,NA,NA
190715_Blk_KM1906U14-Blk_C,NA,NA,G3_DepthProfiles,Glycine betaine,501480384,NA,NA,NA
190715_Poo_TruePooKM1906_Full1,NA,NA,G3_DepthProfiles,Glycine betaine,20651227136,NA,NA,NA
190715_Poo_TruePooKM1906_Full2,NA,NA,G3_DepthProfiles,Glycine betaine,19824959488,NA,NA,NA
190715_Poo_TruePooKM1906_Full3,NA,NA,G3_DepthProfiles,Glycine betaine,19481059328,NA,NA,NA
190715_Poo_TruePooKM1906_Half1,NA,NA,G3_DepthProfiles,Glycine betaine,11106514944,NA,NA,NA
190715_Poo_TruePooKM1906_Half2,NA,NA,G3_DepthProfiles,Glycine betaine,10447471616,NA,NA,NA
190715_Poo_TruePooKM1906_Half3,NA,NA,G3_DepthProfiles,Glycine betaine,9991149568,NA,NA,NA
190715_Smp_KM1906S4C27D40_A,190715_Smp_KM1906S4C27D40,A,G3_DepthProfiles,Glycine betaine,22399889408,NA,NA,NA
190715_Smp_KM1906S4C27D40_B,190715_Smp_KM1906S4C27D40,B,G3_DepthProfiles,Glycine betaine,17772574720,NA,NA,NA
190715_Smp_KM1906S4C27D40_C,190715_Smp_KM1906S4C27D40,C,G3_DepthProfiles,Glycine betaine,18526328832,NA,NA,NA
190715_Smp_KM1906S4C27D70_A,190715_Smp_KM1906S4C27D70,A,G3_DepthProfiles,Glycine betaine,16827498496,NA,NA,NA
190715_Smp_KM1906S4C27D70_B,190715_Smp_KM1906S4C27D70,B,G3_DepthProfiles,Glycine betaine,18960848896,NA,NA,NA
190715_Smp_KM1906S4C27D70_C,190715_Smp_KM1906S4C27D70,C,G3_DepthProfiles,Glycine betaine,18470731776,NA,NA,NA
190715_Smp_KM1906S4C27D125_A,190715_Smp_KM1906S4C27D125,A,G3_DepthProfiles,Glycine betaine,11085624320,NA,NA,NA
190715_Smp_KM1906S4C27D125_B,190715_Smp_KM1906S4C27D125,B,G3_DepthProfiles,Glycine betaine,14122096640,NA,NA,NA
190715_Smp_KM1906S4C27D125_C,190715_Smp_KM1906S4C27D125,C,G3_DepthProfiles,Glycine betaine,16503872512,NA,NA,NA
190715_Smp_KM1906S4C27D300_A,190715_Smp_KM1906S4C27D300,A,G3_DepthProfiles,Glycine betaine,8485278720,NA,NA,NA
190715_Smp_KM1906S4C27D300_B,190715_Smp_KM1906S4C27D300,B,G3_DepthProfiles,Glycine betaine,7758144512,NA,NA,NA
190715_Smp_KM1906S4C27D300_C,190715_Smp_KM1906S4C27D300,C,G3_DepthProfiles,Glycine betaine,5391635968,NA,NA,NA
190715_Smp_KM1906S4C27D500_A,190715_Smp_KM1906S4C27D500,A,G3_DepthProfiles,Glycine betaine,3835874560,NA,NA,NA
190715_Smp_KM1906S4C27D500_B,190715_Smp_KM1906S4C27D500,B,G3_DepthProfiles,Glycine betaine,2649668096,NA,NA,NA
190715_Smp_KM1906S4C27D500_C,190715_Smp_KM1906S4C27D500,C,G3_DepthProfiles,Glycine betaine,3735885312,NA,NA,NA
190715_Smp_KM1906S4C28D15_A,190715_Smp_KM1906S4C28D15,A,G3_DepthProfiles,Glycine betaine,9278476288,NA,NA,NA
190715_Smp_KM1906S4C28D15_B,190715_Smp_KM1906S4C28D15,B,G3_DepthProfiles,Glycine betaine,10635165696,NA,NA,NA
190715_Smp_KM1906S4C28D15_C,190715_Smp_KM1906S4C28D15,C,G3_DepthProfiles,Glycine betaine,9376878592,NA,NA,NA
190715_Smp_KM1906S5C3D80_A,190715_Smp_KM1906S5C3D80,A,G3_DepthProfiles,Glycine betaine,26997684224,NA,NA,NA
190715_Smp_KM1906S5C3D80_B,190715_Smp_KM1906S5C3D80,B,G3_DepthProfiles,Glycine betaine,23097714688,NA,NA,NA
190715_Smp_KM1906S5C3D80_C,190715_Smp_KM1906S5C3D80,C,G3_DepthProfiles,Glycine betaine,21801973760,NA,NA,NA
190715_Smp_KM1906S5C3D125_A,190715_Smp_KM1906S5C3D125,A,G3_DepthProfiles,Glycine betaine,11217270784,NA,NA,NA
