Part.SampID,Diss.SampID,Cruise,Lat,Long,Local_Date,Local_Time,depth_m,UTC.time.round,sst,sss,lat,lon,chla,pc,pn,N_N,SRP,bact_abu,bact_c,chla_interp,pc_interp,pn_interp,N_N_interp,SRP_interp,bact_abu_interp,bact_c_interp,DON,pp_13c,pp_14c,DON_interp,pp_13c_interp,pp_14c_interp
220902_Smp_TN397_U7_B,NA,TN397,24.43,-130.99,22/11/2021,06:54:00,7,2021-11-22T15:00:00Z,21.56673236111111,34.60383438888889,24.423298791949072,-131.00780181986573,0.07651280689476149,NA,NA,NA,NA,NA,NA,0.07651280689476149,1.4089981885340293,0.21691160320672936,0.00501231863400836,NA,377.9290104420409,4.248471502751039,NA,NA,NA,4.54364795865672,2.8957280031709716,2.2968426413869087
220902_Smp_TN397_U7_C,NA,TN397,24.43,-130.99,22/11/2021,06:54:00,7,2021-11-22T15:00:00Z,21.56673236111111,34.60383438888889,24.423298791949072,-131.00780181986573,0.07651280689476149,NA,NA,NA,NA,NA,NA,0.07651280689476149,1.4089981885340293,0.21691160320672936,0.00501231863400836,NA,377.9290104420409,4.248471502751039,NA,NA,NA,4.54364795865672,2.8957280031709716,2.2968426413869087
220902_Smp_TN397_U8_BB,NA,TN397,NA,NA,22/11/2021,13:40:00,7,2021-11-22T22:00:00Z,21.72288436111111,34.616864944444444,23.573418077675925,-132.3821078492037,0.0734399201785691,1.6147605090291013,0.2579481578630965,NA,NA,NA,NA,0.0734399201785691,1.6147605090291013,0.2579481578630965,0.00346683060841794,NA,380.7371297781109,4.241879482869796,NA,NA,NA,4.622428716033112,2.9087693995405988,2.6282963190249062
220902_Smp_TN397_U9_A,220602_Smp_TN397_U9_A,TN397,12.389,-139.9989,27/11/2021,17:54:00,7,2021-11-28T03:00:00Z,26.47869588888889,33.765298361111114,12.366909436421295,-139.99853466231946,0.09568873950763872,2.71980548523024,0.442025496129392,NA,NA,NA,NA,0.09568873950763872,2.71980548523024,0.442025496129392,0.00588257625779883,NA,569.1602746260384,6.417531677599683,NA,NA,NA,5.273697220510241,3.494391768957404,6.197092412513101
220902_Smp_TN397_U9_B,220602_Smp_TN397_U9_B,TN397,12.389,-139.9989,27/11/2021,17:54:00,7,2021-11-28T03:00:00Z,26.47869588888889,33.765298361111114,12.366909436421295,-139.99853466231946,0.09568873950763872,2.71980548523024,0.442025496129392,NA,NA,NA,NA,0.09568873950763872,2.71980548523024,0.442025496129392,0.00588257625779883,NA,569.1602746260384,6.417531677599683,NA,NA,NA,5.273697220510241,3.494391768957404,6.197092412513101
220902_Smp_TN397_U9_C,220602_Smp_TN397_U9_C,TN397,12.389,-139.9989,27/11/2021,17:54:00,7,2021-11-28T03:00:00Z,26.47869588888889,33.765298361111114,12.366909436421295,-139.99853466231946,0.09568873950763872,2.71980548523024,0.442025496129392,NA,NA,NA,NA,0.09568873950763872,2.71980548523024,0.442025496129392,0.00588257625779883,NA,569.1602746260384,6.417531677599683,NA,NA,NA,5.273697220510241,3.494391768957404,6.197092412513101
220902_Smp_TN397_U10_A,220602_Smp_TN397_U10_A,TN397,6.7602,-140.002,30/11/2021,17:48:00,7,2021-12-01T03:00:00Z,27.674182666666667,34.71529430555555,6.738013085101852,-140.00289755087962,0.14295317636468186,NA,NA,NA,NA,NA,NA,0.14295317636468186,2.5884847886372673,0.4113995392297405,0.3570251412193173,NA,550.4288488952096,6.447079693489744,NA,NA,NA,4.907070091847341,9.9882424000846175,14.864132763838892
220902_Smp_TN397_U10_B,220602_Smp_TN397_U10_B,TN397,6.7602,-140.002,30/11/2021,17:48:00,7,2021-12-01T03:00:00Z,27.674182666666667,34.71529430555555,6.738013085101852,-140.00289755087962,0.14295317636468186,NA,NA,NA,NA,NA,NA,0.14295317636468186,2.5884847886372673,0.4113995392297405,0.3570251412193173,NA,550.4288488952096,6.447079693489744,NA,NA,NA,4.907070091847341,9.9882424000846175,14.864132763838892
220902_Smp_TN397_U10_C,220602_Smp_TN397_U10_C,TN397,6.7602,-140.002,30/11/2021,17:48:00,7,2021-12-01T03:00:00Z,27.674182666666667,34.71529430555555,6.738013085101852,-140.00289755087962,0.14295317636468186,NA,NA,NA,NA,NA,NA,0.14295317636468186,2.5884847886372673,0.4113995392297405,0.3570251412193173,NA,550.4288488952096,6.447079693489744,NA,NA,NA,4.907070091847341,9.9882424000846175,14.864132763838892
220902_Smp_TN397_U11_A,220602_Smp_TN397_U11_A,TN397,3.015,-140.0059,2/12/21,18:00:00,7,2021-12-03T03:00:00Z,26.397741036687048,34.48564114785992,3.00917536217343,-140.00502745137112,0.16659364471365187,NA,NA,NA,NA,NA,NA,0.16659364471365187,3.245802401817418,0.5149755542123132,1.815,NA,566.3537783806538,6.6834635486653315,NA,NA,NA,5.22,13.228525265441553,17.06367554531728
