Batch,Type,Organism,SampID,Compound,Part.Conc.Vial.uM,Part.Conc.uM,Part.Conc.C.uM,Part.Conc.N.uM,Part.Conc.S.uM,Detected
Bacteria,NA,NA,220111_Blk_MediaBlk_B,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,NA,NA,NA,NA,NA
Bacteria,Bacteria,DSS3,220111_Smp_DSS3_A,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Bacteria,Bacteria,DSS3,220111_Smp_DSS3_B,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Bacteria,Bacteria,DSS3,220111_Smp_DSS3_C,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Bacteria,Bacteria,OCh114,220111_Smp_Och_A,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Bacteria,Bacteria,OCh114,220111_Smp_Och_B,"(R)-2,3-Dihydroxypropane-1-sulfonate",8.937049648961398e-4,1.1916066198615196e-5,3.574819859584559e-5,NA,1.1916066198615196e-5,No
Bacteria,Bacteria,OCh114,220111_Smp_Och_C,"(R)-2,3-Dihydroxypropane-1-sulfonate",8.107277572100042e-4,1.0809703429466723e-5,3.242911028840017e-5,NA,1.0809703429466723e-5,No
Bacteria,Bacteria,SA7,220111_Smp_SA7_A,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Bacteria,Bacteria,SA7,220111_Smp_SA7_B,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Bacteria,Bacteria,SA7,220111_Smp_SA7_C,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Bacteria,Bacteria,SA11,220111_Smp_SA11_A,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Bacteria,Bacteria,SA11,220111_Smp_SA11_B,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Bacteria,Bacteria,SA11,220111_Smp_SA11_C,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Bacteria,Bacteria,SA16,220111_Smp_SA16_A,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Bacteria,Bacteria,SA16,220111_Smp_SA16_B,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Bacteria,Bacteria,SA16,220111_Smp_SA16_C,"(R)-2,3-Dihydroxypropane-1-sulfonate",0.00165378341646162,2.2050445552821672e-5,6.615133665846502e-5,NA,2.2050445552821672e-5,No
Bacteria,Bacteria,SA36,220111_Smp_SA36_A,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Bacteria,Bacteria,SA36,220111_Smp_SA36_B,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Bacteria,Bacteria,SA36,220111_Smp_SA36_C,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Bacteria,Bacteria,SA42,220111_Smp_SA42_A,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Bacteria,Bacteria,SA44,220111_Smp_SA44_B,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Bacteria,Bacteria,SA44,220111_Smp_SA44_C,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Bacteria,Bacteria,SA48,220111_Smp_SA48_A,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Bacteria,Bacteria,SA48,220111_Smp_SA48_B,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Bacteria,Bacteria,SA48,220111_Smp_SA48_C,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Bacteria,Bacteria,SA53,220111_Smp_SA53_A,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Bacteria,Bacteria,SA53,220111_Smp_SA53_B,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Bacteria,Bacteria,SA53,220111_Smp_SA53_C,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Bacteria,Bacteria,SA55,220111_Smp_SA55_A,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Bacteria,Bacteria,SA55,220111_Smp_SA55_B,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Bacteria,Bacteria,SA55,220111_Smp_SA55_C,"(R)-2,3-Dihydroxypropane-1-sulfonate",7.703574141293823e-4,1.0271432188391764e-05,3.081429656517529e-5,NA,1.0271432188391764e-05,No
Bacteria,Bacteria,SA59,220111_Smp_SA59_A,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Bacteria,Bacteria,SA59,220111_Smp_SA59_B,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Bacteria,Bacteria,SA59,220111_Smp_SA59_C,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Bacteria,Bacteria,SA60,220111_Smp_SA60_A,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Bacteria,Bacteria,SA60,220111_Smp_SA60_B,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Bacteria,NA,NA,220111_Smp_SA60_C,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,NA,NA,NA,NA,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_Exp1,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_Exp2,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_Exp3,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St1,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,NA,NA,NA,NA,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St2,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,NA,NA,NA,NA,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St3,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,NA,NA,NA,NA,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St4,"(R)-2,3-Dihydroxypropane-1-sulfonate",0.00118501754129491,NA,NA,NA,NA,No
Cyano,NA,NA,211221_Blk_MediaBlk_1314P,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,NA,NA,NA,NA,NA
Cyano,NA,NA,211221_Blk_MediaBlk_A,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,NA,NA,NA,NA,NA
Cyano,NA,NA,211221_Blk_MediaBlk_As9601,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,NA,NA,NA,NA,NA
Cyano,NA,NA,211221_Blk_MediaBlk_C,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,NA,NA,NA,NA,NA
Cyano,NA,NA,211221_Blk_MediaBlk_Nat,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,NA,NA,NA,NA,NA
Cyano,Cyano,1314P,211221_Smp_1314P_A,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Cyano,Cyano,1314P,211221_Smp_1314P_B,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Cyano,Cyano,1314P,211221_Smp_1314P_C,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Cyano,Cyano,7803,211221_Smp_7803_B,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Cyano,Cyano,7803,211221_Smp_7803_F,"(R)-2,3-Dihydroxypropane-1-sulfonate",0.00173647623829028,8.682381191451443e-6,2.604714357435433e-5,NA,8.682381191451443e-6,No
Cyano,Cyano,8102,211221_Smp_8102_A,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Cyano,Cyano,8102,211221_Smp_8102_F,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Cyano,Cyano,WH8501,211221_Smp_8501_B,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Cyano,Cyano,WH8501,211221_Smp_8501_C,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Cyano,Cyano,WH8501,211221_Smp_8501_D,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Cyano,Cyano,As9601,211221_Smp_As9601_A,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Cyano,Cyano,As9601,211221_Smp_As9601_B,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Cyano,Cyano,As9601,211221_Smp_As9601_C,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Cyano,Cyano,MED4,211221_Smp_MED4_D,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Cyano,Cyano,MED4,211221_Smp_MED4_E,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Cyano,Cyano,MED4,211221_Smp_MED4_F,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Cyano,Cyano,NATL2A,211221_Smp_Nat_A,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Cyano,Cyano,NATL2A,211221_Smp_Nat_B,"(R)-2,3-Dihydroxypropane-1-sulfonate",9.754256380371037e-4,1.5606810208593656e-5,4.682043062578097e-5,NA,1.5606810208593656e-5,No
Cyano,Cyano,NATL2A,211221_Smp_Nat_C,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Diatom,NA,NA,211215_Blk_MediaBlk_A,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,NA,NA,NA,NA,NA
Diatom,NA,NA,211215_Blk_MediaBlk_B,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,NA,NA,NA,NA,NA
Diatom,NA,NA,211215_Blk_MediaBlk_Fc,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,NA,NA,NA,NA,NA
Diatom,NA,NA,211215_Blk_MediaBlk_Pc55x,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,NA,NA,NA,NA,NA
Diatom,NA,NA,211215_Blk_MediaBlk_Z,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,NA,NA,NA,NA,NA
Diatom,Diatom,Cy,211215_Smp_Cy_A,"(R)-2,3-Dihydroxypropane-1-sulfonate",43.586307213190075,0.2905753814212672,0.8717261442638016,NA,0.2905753814212672,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_B,"(R)-2,3-Dihydroxypropane-1-sulfonate",42.92416751394978,0.2861611167596652,0.8584833502789957,NA,0.2861611167596652,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_C,"(R)-2,3-Dihydroxypropane-1-sulfonate",64.89568772484746,0.4326379181656498,1.2979137544969492,NA,0.4326379181656498,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_A,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,NA,NA,NA,NA,No
Diatom,Diatom,Fc,211215_Smp_Fc_B,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,NA,NA,NA,NA,No
Diatom,Diatom,Fc,211215_Smp_Fc_C,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,NA,NA,NA,NA,No
Diatom,Diatom,Np,211215_Smp_Np_A,"(R)-2,3-Dihydroxypropane-1-sulfonate",26.512080509148134,0.11783146892954728,0.3534944067886418,NA,0.11783146892954728,Yes
Diatom,Diatom,Np,211215_Smp_Np_C,"(R)-2,3-Dihydroxypropane-1-sulfonate",35.24961696269767,0.1409984678507907,0.4229954035523721,NA,0.1409984678507907,Yes
Diatom,Diatom,Np,211215_Smp_Np_F,"(R)-2,3-Dihydroxypropane-1-sulfonate",30.762312736808937,0.12304925094723576,0.36914775284170726,NA,0.12304925094723576,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_A,"(R)-2,3-Dihydroxypropane-1-sulfonate",0.2053951472085615,0.00109544078511232,0.00328632235533698,NA,0.00109544078511232,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_B,"(R)-2,3-Dihydroxypropane-1-sulfonate",0.17162838471774536,9.153513851613086e-4,0.00274605415548392,NA,9.153513851613086e-4,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_C,"(R)-2,3-Dihydroxypropane-1-sulfonate",0.07928621349105107,4.228598052856057e-4,0.00126857941585681,NA,4.228598052856057e-4,Yes
Diatom,Diatom,Pt,211215_Smp_Pt_C,"(R)-2,3-Dihydroxypropane-1-sulfonate",100.50818237441077,0.40203272949764296,1.206098188492929,NA,0.40203272949764296,Yes
Diatom,Diatom,Pt,211215_Smp_Pt_F,"(R)-2,3-Dihydroxypropane-1-sulfonate",121.7414609012486,0.48696584360499434,1.460897530814983,NA,0.48696584360499434,Yes
Diatom,Diatom,To,211215_Smp_To_A,"(R)-2,3-Dihydroxypropane-1-sulfonate",63.58381510605646,0.2543352604242259,0.7630057812726776,NA,0.2543352604242259,Yes
Diatom,Diatom,To,211215_Smp_To_B,"(R)-2,3-Dihydroxypropane-1-sulfonate",71.04046643424671,0.2841618657369868,0.8524855972109604,NA,0.2841618657369868,Yes
Diatom,Diatom,To,211215_Smp_To_C,"(R)-2,3-Dihydroxypropane-1-sulfonate",74.44484907765306,0.29777939631061223,0.8933381889318367,NA,0.29777939631061223,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_A,"(R)-2,3-Dihydroxypropane-1-sulfonate",39.975781153403034,0.13904619531618445,0.41713858594855335,NA,0.13904619531618445,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_E,"(R)-2,3-Dihydroxypropane-1-sulfonate",22.612033467478692,0.09044813386991477,0.27134440160974427,NA,0.09044813386991477,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_F,"(R)-2,3-Dihydroxypropane-1-sulfonate",22.94736557023531,0.0798169237225576,0.23945077116767277,NA,0.0798169237225576,Yes
Dino_Green,NA,NA,211218_Blk_MediaBlk_21,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,NA,NA,NA,NA,NA
Dino_Green,NA,NA,211218_Blk_MediaBlk_49,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,NA,NA,NA,NA,NA
Dino_Green,NA,NA,211218_Blk_MediaBlk_71,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,NA,NA,NA,NA,NA
Dino_Green,NA,NA,211218_Blk_MediaBlk_3430,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,NA,NA,NA,NA,NA
Dino_Green,NA,NA,211218_Blk_MediaBlk_N,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,NA,NA,NA,NA,NA
Dino_Green,NA,NA,211218_Blk_MediaBlk_O,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,NA,NA,NA,NA,NA
Dino_Green,Dino,449,211218_Smp_449_A,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Dino_Green,Dino,449,211218_Smp_449_B,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Dino_Green,Dino,449,211218_Smp_449_C,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Dino_Green,Dino,1314,211218_Smp_1314_A,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Dino_Green,Dino,1314,211218_Smp_1314_B,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Dino_Green,Dino,1314,211218_Smp_1314_C,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Dino_Green,Prasinophyte,1545,211218_Smp_1545_A,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Dino_Green,Prasinophyte,1545,211218_Smp_1545_B,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Dino_Green,Prasinophyte,1545,211218_Smp_1545_C,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Dino_Green,Dino,1771,211218_Smp_1771_A,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Dino_Green,Dino,1771,211218_Smp_1771_B,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Dino_Green,Dino,1771,211218_Smp_1771_C,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Dino_Green,Dino,2021,211218_Smp_2021_A,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Dino_Green,Dino,2021,211218_Smp_2021_B,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Dino_Green,Dino,2021,211218_Smp_2021_C,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Dino_Green,Prasinophyte,3430,211218_Smp_3430_A,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Dino_Green,Prasinophyte,3430,211218_Smp_3430_B,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Dino_Green,Prasinophyte,3430,211218_Smp_3430_C,"(R)-2,3-Dihydroxypropane-1-sulfonate",0,0,0,NA,0,No
Diatom,NA,NA,211215_Blk_MediaBlk_A,2-O-alpha-D-Glucosylglycerol,0,NA,NA,NA,NA,NA
Diatom,NA,NA,211215_Blk_MediaBlk_B,2-O-alpha-D-Glucosylglycerol,0,NA,NA,NA,NA,NA
Diatom,NA,NA,211215_Blk_MediaBlk_Fc,2-O-alpha-D-Glucosylglycerol,0,NA,NA,NA,NA,NA
Diatom,NA,NA,211215_Blk_MediaBlk_Pc55x,2-O-alpha-D-Glucosylglycerol,0,NA,NA,NA,NA,NA
Diatom,NA,NA,211215_Blk_MediaBlk_Z,2-O-alpha-D-Glucosylglycerol,0,NA,NA,NA,NA,NA
Diatom,Diatom,Cy,211215_Smp_Cy_A,2-O-alpha-D-Glucosylglycerol,11.968892411503488,0.0797926160766899,0.7181335446902091,NA,NA,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_B,2-O-alpha-D-Glucosylglycerol,8.796011531253626,0.05864007687502416,0.5277606918752175,NA,NA,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_C,2-O-alpha-D-Glucosylglycerol,13.225070615886956,0.08816713743924637,0.7935042369532173,NA,NA,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_A,2-O-alpha-D-Glucosylglycerol,1.393369809866058,NA,NA,NA,NA,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_B,2-O-alpha-D-Glucosylglycerol,1.2895735298639663,NA,NA,NA,NA,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_C,2-O-alpha-D-Glucosylglycerol,2.889589400519006,NA,NA,NA,NA,Yes
Diatom,Diatom,Np,211215_Smp_Np_A,2-O-alpha-D-Glucosylglycerol,17.20374355389532,0.07646108246175695,0.6881497421558126,NA,NA,Yes
Diatom,Diatom,Np,211215_Smp_Np_C,2-O-alpha-D-Glucosylglycerol,13.353091694277516,0.05341236677711006,0.4807113009939905,NA,NA,Yes
Diatom,Diatom,Np,211215_Smp_Np_F,2-O-alpha-D-Glucosylglycerol,18.74944100148046,0.07499776400592183,0.6749798760532965,NA,NA,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_A,2-O-alpha-D-Glucosylglycerol,57.2017383092823,0.30507593764950564,2.7456834388455507,NA,NA,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_B,2-O-alpha-D-Glucosylglycerol,40.485346731187775,0.21592184923300145,1.943296643097013,NA,NA,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_C,2-O-alpha-D-Glucosylglycerol,22.146321599491007,0.11811371519728538,1.0630234367755684,NA,NA,Yes
Diatom,Diatom,Pt,211215_Smp_Pt_C,2-O-alpha-D-Glucosylglycerol,25.008915261412916,0.10003566104565166,0.9003209494108649,NA,NA,Yes
Diatom,Diatom,Pt,211215_Smp_Pt_F,2-O-alpha-D-Glucosylglycerol,161.2200751781236,0.6448803007124945,5.80392270641245,NA,NA,Yes
Diatom,Diatom,To,211215_Smp_To_A,2-O-alpha-D-Glucosylglycerol,1.822452738589193,0.00728981095435677,0.06560829858921095,NA,NA,No
Diatom,Diatom,To,211215_Smp_To_B,2-O-alpha-D-Glucosylglycerol,3.0479412139629467,0.01219176485585178,0.10972588370266607,NA,NA,No
Diatom,Diatom,To,211215_Smp_To_C,2-O-alpha-D-Glucosylglycerol,0,0,0,NA,NA,No
Diatom,Diatom,Tp,211215_Smp_Tp_A,2-O-alpha-D-Glucosylglycerol,5.056424162591634,0.01758756230466655,0.15828806074199897,NA,NA,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_E,2-O-alpha-D-Glucosylglycerol,0.1542264423915358,6.169057695661431e-4,0.00555215192609528,NA,NA,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_F,2-O-alpha-D-Glucosylglycerol,0.29252532986891777,0.00101747940823971,0.00915731467415742,NA,NA,Yes
Haptophyte,NA,NA,220104_Blk_MediaBlk_C,2-O-alpha-D-Glucosylglycerol,0,NA,NA,NA,NA,NA
Haptophyte,NA,NA,220104_Blk_MediaBlk_H,2-O-alpha-D-Glucosylglycerol,0,NA,NA,NA,NA,NA
Haptophyte,NA,NA,220104_Blk_MediaBlk_LInoSi,2-O-alpha-D-Glucosylglycerol,0,NA,NA,NA,NA,NA
Haptophyte,NA,NA,220104_Blk_MediaBlk_RAC5,2-O-alpha-D-Glucosylglycerol,0,NA,NA,NA,NA,NA
Haptophyte,Haptophyte,116,220104_Smp_116-1_A,2-O-alpha-D-Glucosylglycerol,12.998738068929372,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,116,220104_Smp_116-1_B,2-O-alpha-D-Glucosylglycerol,17.819670008290274,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,116,220104_Smp_116-1_C,2-O-alpha-D-Glucosylglycerol,13.256225113616946,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,371,220104_Smp_371_A,2-O-alpha-D-Glucosylglycerol,0.199218710723211,0.00106249979052379,0.00956249811471413,NA,NA,Yes
Haptophyte,Haptophyte,371,220104_Smp_371_B,2-O-alpha-D-Glucosylglycerol,0.370995342268256,0.00197864182543069,0.01780777642887629,NA,NA,Yes
Haptophyte,Haptophyte,371,220104_Smp_371_C,2-O-alpha-D-Glucosylglycerol,0.1282546304633733,0.00102603704370698,0.00923433339336287,NA,NA,Yes
Haptophyte,Haptophyte,2090,220104_Smp_2090_A,2-O-alpha-D-Glucosylglycerol,8.00974626339715,0.07119774456353022,0.640779701071772,NA,NA,Yes
Haptophyte,Haptophyte,2090,220104_Smp_2090_B,2-O-alpha-D-Glucosylglycerol,8.029206185941026,0.0642336494875282,0.5781028453877538,NA,NA,Yes
Haptophyte,Haptophyte,2090,220104_Smp_2090_C,2-O-alpha-D-Glucosylglycerol,7.788859460157156,0.06231087568125725,0.5607978811313152,NA,NA,Yes
Haptophyte,Haptophyte,Ca,220104_Smp_Ca_A,2-O-alpha-D-Glucosylglycerol,11.882527781215362,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,Ca,220104_Smp_Ca_B,2-O-alpha-D-Glucosylglycerol,6.952162384341902,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,Ca,220104_Smp_Ca_C,2-O-alpha-D-Glucosylglycerol,14.381667308746074,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,Cr,220104_Smp_Cr_A,2-O-alpha-D-Glucosylglycerol,0.1369622210085882,NA,NA,NA,NA,No
Haptophyte,Haptophyte,Cr,220104_Smp_Cr_B,2-O-alpha-D-Glucosylglycerol,0.33098102605764146,NA,NA,NA,NA,No
Haptophyte,Haptophyte,Cr,220104_Smp_Cr_C,2-O-alpha-D-Glucosylglycerol,0.28634623181876423,NA,NA,NA,NA,No
Haptophyte,Haptophyte,Cs,220104_Smp_Cs_A,2-O-alpha-D-Glucosylglycerol,8.476689810270651,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,Cs,220104_Smp_Cs_B,2-O-alpha-D-Glucosylglycerol,10.864477549242803,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,Cs,220104_Smp_Cs_C,2-O-alpha-D-Glucosylglycerol,8.655407793286704,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,P3,220104_Smp_P3_A,2-O-alpha-D-Glucosylglycerol,13.202155819221934,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,P3,220104_Smp_P3_B,2-O-alpha-D-Glucosylglycerol,9.710311816184452,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,P3,220104_Smp_P3_C,2-O-alpha-D-Glucosylglycerol,8.382171485282177,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,P5,220104_Smp_P5-5_A,2-O-alpha-D-Glucosylglycerol,1.466345637902502,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,P5,220104_Smp_P5-5_B,2-O-alpha-D-Glucosylglycerol,1.8542578496926807,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,P5,220104_Smp_P5-5_C,2-O-alpha-D-Glucosylglycerol,4.219716393204324,NA,NA,NA,NA,Yes
Bacteria,NA,NA,220111_Blk_MediaBlk_A,2-O-alpha-D-Glucosylglycerol,0,NA,NA,NA,NA,NA
Bacteria,NA,NA,220111_Blk_MediaBlk_AMS,2-O-alpha-D-Glucosylglycerol,0,NA,NA,NA,NA,NA
Bacteria,NA,NA,220111_Blk_MediaBlk_AOA,2-O-alpha-D-Glucosylglycerol,0,NA,NA,NA,NA,NA
Bacteria,NA,NA,220111_Blk_MediaBlk_B,2-O-alpha-D-Glucosylglycerol,0,NA,NA,NA,NA,NA
Bacteria,Bacteria,DSS3,220111_Smp_DSS3_A,2-O-alpha-D-Glucosylglycerol,0,0,0,NA,NA,No
Bacteria,Bacteria,DSS3,220111_Smp_DSS3_B,2-O-alpha-D-Glucosylglycerol,0,0,0,NA,NA,No
Bacteria,Bacteria,DSS3,220111_Smp_DSS3_C,2-O-alpha-D-Glucosylglycerol,0,0,0,NA,NA,No
Bacteria,Bacteria,OCh114,220111_Smp_Och_A,2-O-alpha-D-Glucosylglycerol,0,0,0,NA,NA,No
Bacteria,Bacteria,OCh114,220111_Smp_Och_B,2-O-alpha-D-Glucosylglycerol,0,0,0,NA,NA,No
Bacteria,Bacteria,OCh114,220111_Smp_Och_C,2-O-alpha-D-Glucosylglycerol,0,0,0,NA,NA,No
Bacteria,Bacteria,SA7,220111_Smp_SA7_A,2-O-alpha-D-Glucosylglycerol,0,0,0,NA,NA,No
Bacteria,Bacteria,SA7,220111_Smp_SA7_B,2-O-alpha-D-Glucosylglycerol,0,0,0,NA,NA,No
Bacteria,Bacteria,SA7,220111_Smp_SA7_C,2-O-alpha-D-Glucosylglycerol,0,0,0,NA,NA,No
Bacteria,Bacteria,SA11,220111_Smp_SA11_A,2-O-alpha-D-Glucosylglycerol,0,0,0,NA,NA,No
Bacteria,Bacteria,SA11,220111_Smp_SA11_B,2-O-alpha-D-Glucosylglycerol,0,0,0,NA,NA,No
Bacteria,Bacteria,SA11,220111_Smp_SA11_C,2-O-alpha-D-Glucosylglycerol,0,0,0,NA,NA,No
