Rep,SampID,replicate,Cruise,Compound,Area,min.area.flag,blk.lod.flag,smp.remove,Blk.Av
220602_Smp_TN397_S7_1800_U_A,S7_1800,A,TN397,Sarcosine,434260,NA,NA,NA,NA
220602_Smp_TN397_S7_1800_U_B,S7_1800,B,TN397,Sarcosine,364435,NA,NA,NA,NA
220602_Smp_TN397_S7_1800_U_C,S7_1800,C,TN397,Sarcosine,391875,NA,NA,NA,NA
220602_Smp_TN397_S7_600_U_A,S7_600,A,TN397,Sarcosine,220103,NA,NA,NA,NA
220602_Smp_TN397_S7_600_U_B,S7_600,B,TN397,Sarcosine,457901,NA,NA,NA,NA
220602_Smp_TN397_S7_600_U_C,S7_600,C,TN397,Sarcosine,744169,NA,NA,NA,NA
220602_Smp_TN397_S8_U_A,S8,A,TN397,Sarcosine,384223,NA,NA,NA,NA
220602_Smp_TN397_S8_U_B,S8,B,TN397,Sarcosine,830604,NA,NA,NA,NA
220602_Smp_TN397_S8_U_C,S8,C,TN397,Sarcosine,421590,NA,NA,NA,NA
220602_Smp_TN397_S9_1800_U_A,S9_1800,A,TN397,Sarcosine,2280469,NA,NA,NA,NA
220602_Smp_TN397_S9_1800_U_B,S9_1800,B,TN397,Sarcosine,478842,NA,NA,NA,NA
220602_Smp_TN397_S9_1800_U_C,S9_1800,C,TN397,Sarcosine,975204,NA,NA,NA,NA
220602_Smp_TN397_S9_600_U_A,S9_600,A,TN397,Sarcosine,660788,NA,NA,NA,NA
220602_Smp_TN397_S9_600_U_B,S9_600,B,TN397,Sarcosine,104378.79543455664,NA,Flag,NA,147010.26666666666
220602_Smp_TN397_S9_600_U_C,S9_600,C,TN397,Sarcosine,596394,NA,NA,NA,NA
220602_Smp_TN397_U1_A,U1,A,TN397,Sarcosine,1190719,NA,NA,NA,NA
220602_Smp_TN397_U1_B,U1,B,TN397,Sarcosine,1051295,NA,NA,NA,NA
220602_Smp_TN397_U1_C,U1,C,TN397,Sarcosine,1148156,NA,NA,NA,NA
220602_Smp_TN397_U10_A,U10,A,TN397,Sarcosine,572013,NA,NA,NA,NA
220602_Smp_TN397_U10_B,U10,B,TN397,Sarcosine,570740,NA,NA,NA,NA
220602_Smp_TN397_U10_C,U10,C,TN397,Sarcosine,594652,NA,NA,NA,NA
220602_Smp_TN397_U11_A,U11,A,TN397,Sarcosine,452727,NA,NA,NA,NA
220602_Smp_TN397_U11_B,U11,B,TN397,Sarcosine,420094,NA,NA,NA,NA
220602_Smp_TN397_U11_C,U11,C,TN397,Sarcosine,640961,NA,NA,NA,NA
220602_Smp_TN397_U12_A,U12,A,TN397,Sarcosine,1548864,NA,NA,NA,NA
220602_Smp_TN397_U12_B,U12,B,TN397,Sarcosine,1468031,NA,NA,NA,NA
220602_Smp_TN397_U12_C,U12,C,TN397,Sarcosine,1398493,NA,NA,NA,NA
220602_Smp_TN397_U13_A,U13,A,TN397,Sarcosine,104378.79543455664,NA,Flag,NA,147010.26666666666
220602_Smp_TN397_U13_B,U13,B,TN397,Sarcosine,330667,NA,NA,NA,NA
220602_Smp_TN397_U13_C,U13,C,TN397,Sarcosine,443405,NA,NA,NA,NA
220602_Smp_TN397_U2_A,U2,A,TN397,Sarcosine,348202,NA,NA,NA,NA
220602_Smp_TN397_U2_B,U2,B,TN397,Sarcosine,104378.79543455664,NA,Flag,NA,147010.26666666666
220602_Smp_TN397_U2_C,U2,C,TN397,Sarcosine,639909,NA,NA,NA,NA
220602_Smp_TN397_U3_A,U3,A,TN397,Sarcosine,367850,NA,NA,NA,NA
220602_Smp_TN397_U3_B,U3,B,TN397,Sarcosine,694740,NA,NA,NA,NA
220602_Smp_TN397_U3_C,U3,C,TN397,Sarcosine,801865,NA,NA,NA,NA
220602_Smp_TN397_U4_A,U4,A,TN397,Sarcosine,1582576,NA,NA,NA,NA
220602_Smp_TN397_U4_B,U4,B,TN397,Sarcosine,875996,NA,NA,NA,NA
220602_Smp_TN397_U4_C,U4,C,TN397,Sarcosine,627476,NA,NA,NA,NA
220602_Smp_TN397_U5_A,U5,A,TN397,Sarcosine,571978,NA,NA,NA,NA
220602_Smp_TN397_U5_B,U5,B,TN397,Sarcosine,525564,NA,NA,NA,NA
220602_Smp_TN397_U5_C,U5,C,TN397,Sarcosine,450402,NA,NA,NA,NA
220602_Smp_TN397_U6_A,U6,A,TN397,Sarcosine,234766,NA,NA,NA,NA
220602_Smp_TN397_U6_B,U6,B,TN397,Sarcosine,224084,NA,NA,NA,NA
220602_Smp_TN397_U6_C,U6,C,TN397,Sarcosine,310275,NA,NA,NA,NA
220602_Smp_TN397_U9_A,U9,A,TN397,Sarcosine,505302,NA,NA,NA,NA
220602_Smp_TN397_U9_B,U9,B,TN397,Sarcosine,539825,NA,NA,NA,NA
220602_Smp_TN397_U9_C,U9,C,TN397,Sarcosine,1000583,NA,NA,NA,NA
220602_Smp_TN397_UCH1_Gluc_A,UCH1_Gluc,A,TN397,Sarcosine,334523,NA,NA,NA,NA
220602_Smp_TN397_UCH1_Gluc_B,UCH1_Gluc,B,TN397,Sarcosine,247549,NA,NA,NA,NA
220602_Smp_TN397_UCH1_Gluc_C,UCH1_Gluc,C,TN397,Sarcosine,223093,NA,NA,NA,NA
220602_Smp_TN397_UKH1_0nM_A,UKH1_0nM,A,TN397,Sarcosine,104378.79543455664,NA,Flag,NA,147010.26666666666
220602_Smp_TN397_UKH1_0nM_B,UKH1_0nM,B,TN397,Sarcosine,576653,NA,NA,NA,NA
220602_Smp_TN397_UKH1_0nM_C,UKH1_0nM,C,TN397,Sarcosine,352798,NA,NA,NA,NA
220602_Smp_TN397_UKH2_0nM_A,UKH2_0nM,A,TN397,Sarcosine,405106,NA,NA,NA,NA
220602_Smp_TN397_UKH2_0nM_B,UKH2_0nM,B,TN397,Sarcosine,313617,NA,NA,NA,NA
220602_Smp_TN397_UKH2_0nM_C,UKH2_0nM,C,TN397,Sarcosine,801722,NA,NA,NA,NA
220602_Smp_TN397_UKH3_0nM_A,UKH3_0nM,A,TN397,Sarcosine,593876,NA,NA,NA,NA
220602_Smp_TN397_UKH3_0nM_B,UKH3_0nM,B,TN397,Sarcosine,652672,NA,NA,NA,NA
220602_Smp_TN397_UKH3_0nM_C,UKH3_0nM,C,TN397,Sarcosine,636913,NA,NA,NA,NA
220602_Smp_TN397_UKH4_0nM_A,UKH4_0nM,A,TN397,Sarcosine,1579863,NA,NA,NA,NA
220602_Smp_TN397_UKH4_0nM_B,UKH4_0nM,B,TN397,Sarcosine,1538093,NA,NA,NA,NA
220602_Smp_TN397_UKH4_0nM_C,UKH4_0nM,C,TN397,Sarcosine,1842625,NA,NA,NA,NA
220602_Smp_TN397_UKH5_0nM_A,UKH5_0nM,A,TN397,Sarcosine,831493,NA,NA,NA,NA
220602_Smp_TN397_UKH5_0nM_B,UKH5_0nM,B,TN397,Sarcosine,443131,NA,NA,NA,NA
220602_Smp_TN397_UKH5_0nM_C,UKH5_0nM,C,TN397,Sarcosine,404373,NA,NA,NA,NA
220602_Smp_TN397_UKT1_0nM_A,UKT1_0nM,A,TN397,Sarcosine,308918,NA,NA,NA,NA
220602_Smp_TN397_UKT1_0nM_B,UKT1_0nM,B,TN397,Sarcosine,292741,NA,NA,NA,NA
220602_Smp_TN397_UKT1_0nM_C,UKT1_0nM,C,TN397,Sarcosine,546503,NA,NA,NA,NA
220602_Smp_TN397_UKT2_0nM_A,UKT2_0nM,A,TN397,Sarcosine,493119,NA,NA,NA,NA
220602_Smp_TN397_UKT2_0nM_B,UKT2_0nM,B,TN397,Sarcosine,396225,NA,NA,NA,NA
220602_Smp_TN397_UKT2_0nM_C,UKT2_0nM,C,TN397,Sarcosine,315017,NA,NA,NA,NA
220602_Smp_TN397_UKT3_0nM_A,UKT3_0nM,A,TN397,Sarcosine,630935,NA,NA,NA,NA
220602_Smp_TN397_UKT3_0nM_B,UKT3_0nM,B,TN397,Sarcosine,976589,NA,NA,NA,NA
220602_Smp_TN397_UKT3_0nM_C,UKT3_0nM,C,TN397,Sarcosine,845476,NA,NA,NA,NA
220602_Smp_TN397_UKT4_0nM_A,UKT4_0nM,A,TN397,Sarcosine,352270,NA,NA,NA,NA
220602_Smp_TN397_UKT4_0nM_B,UKT4_0nM,B,TN397,Sarcosine,229785,NA,NA,NA,NA
220602_Smp_TN397_UKT4_0nM_C,UKT4_0nM,C,TN397,Sarcosine,104378.79543455664,NA,Flag,NA,147010.26666666666
220602_Smp_TN397_UKT5_0nM_A,UKT5_0nM,A,TN397,Sarcosine,104378.79543455664,NA,Flag,NA,147010.26666666666
220602_Smp_TN397_UKT5_0nM_B,UKT5_0nM,B,TN397,Sarcosine,241371,NA,NA,NA,NA
220602_Smp_TN397_UKT5_0nM_C,UKT5_0nM,C,TN397,Sarcosine,319518,NA,NA,NA,NA
220602_Smp_TN397_UnfiltMQ1_A,UnfiltMQ1,A,TN397,Sarcosine,104378.79543455664,NA,Flag,Smp_Remove,147010.26666666666
220602_Smp_TN397_UnfiltMQ1_B,UnfiltMQ1,B,TN397,Sarcosine,104378.79543455664,NA,Flag,Smp_Remove,147010.26666666666
220602_Smp_TN397_UnfiltMQ1_C,UnfiltMQ1,C,TN397,Sarcosine,104378.79543455664,NA,Flag,Smp_Remove,147010.26666666666
220602_Smp_TN397_S4_2400_U_A,S4_2400,A,TN397,Trigonelline,1743357.6878964866,NA,Flag,Smp_Remove,2164780
220602_Smp_TN397_S4_2400_U_B,S4_2400,B,TN397,Trigonelline,1743357.6878964866,NA,Flag,Smp_Remove,2164780
220602_Smp_TN397_S4_2400_U_C,S4_2400,C,TN397,Trigonelline,1743357.6878964866,NA,Flag,Smp_Remove,2164780
220602_Smp_TN397_S4_U_1800_A,S4_1800,A,TN397,Trigonelline,1743357.6878964866,NA,Flag,Smp_Remove,2164780
220602_Smp_TN397_S4_U_1800_B,S4_1800,B,TN397,Trigonelline,1743357.6878964866,NA,Flag,Smp_Remove,2164780
220602_Smp_TN397_S4_U_1800_C,S4_1800,C,TN397,Trigonelline,1743357.6878964866,NA,Flag,Smp_Remove,2164780
220602_Smp_TN397_S4_U_600_A,S4_600,A,TN397,Trigonelline,4081168,NA,NA,NA,NA
220602_Smp_TN397_S4_U_600_B,S4_600,B,TN397,Trigonelline,5321932,NA,NA,NA,NA
220602_Smp_TN397_S4_U_600_C,S4_600,C,TN397,Trigonelline,5268054,NA,NA,NA,NA
220602_Smp_TN397_S6_U_A,S6,A,TN397,Trigonelline,1743357.6878964866,NA,Flag,Smp_Remove,2164780
220602_Smp_TN397_S6_U_B,S6,B,TN397,Trigonelline,1743357.6878964866,NA,Flag,Smp_Remove,2164780
220602_Smp_TN397_S6_U_C,S6,C,TN397,Trigonelline,4265481,NA,NA,NA,NA
220602_Smp_TN397_S7_1800_U_A,S7_1800,A,TN397,Trigonelline,9415574,NA,NA,NA,NA
220602_Smp_TN397_S7_1800_U_B,S7_1800,B,TN397,Trigonelline,3870830,NA,NA,NA,NA
220602_Smp_TN397_S7_1800_U_C,S7_1800,C,TN397,Trigonelline,6130502,NA,NA,NA,NA
220602_Smp_TN397_S7_600_U_A,S7_600,A,TN397,Trigonelline,4985976,NA,NA,NA,NA
220602_Smp_TN397_S7_600_U_B,S7_600,B,TN397,Trigonelline,1743357.6878964866,NA,Flag,Smp_Remove,2164780
220602_Smp_TN397_S7_600_U_C,S7_600,C,TN397,Trigonelline,1743357.6878964866,NA,Flag,Smp_Remove,2164780
220602_Smp_TN397_S8_U_A,S8,A,TN397,Trigonelline,1743357.6878964866,NA,Flag,Smp_Remove,2164780
220602_Smp_TN397_S8_U_B,S8,B,TN397,Trigonelline,1743357.6878964866,NA,Flag,Smp_Remove,2164780
220602_Smp_TN397_S8_U_C,S8,C,TN397,Trigonelline,1743357.6878964866,NA,Flag,Smp_Remove,2164780
220602_Smp_TN397_S9_1800_U_A,S9_1800,A,TN397,Trigonelline,6075184,NA,NA,NA,NA
220602_Smp_TN397_S9_1800_U_B,S9_1800,B,TN397,Trigonelline,5632765,NA,NA,NA,NA
220602_Smp_TN397_S9_1800_U_C,S9_1800,C,TN397,Trigonelline,5286117,NA,NA,NA,NA
220602_Smp_TN397_S9_600_U_A,S9_600,A,TN397,Trigonelline,3526820,NA,NA,NA,NA
220602_Smp_TN397_S9_600_U_B,S9_600,B,TN397,Trigonelline,3949268,NA,NA,NA,NA
220602_Smp_TN397_S9_600_U_C,S9_600,C,TN397,Trigonelline,1743357.6878964866,NA,Flag,NA,2164780
220602_Smp_TN397_U1_A,U1,A,TN397,Trigonelline,22481688,NA,NA,NA,NA
220602_Smp_TN397_U1_B,U1,B,TN397,Trigonelline,20714776,NA,NA,NA,NA
220602_Smp_TN397_U1_C,U1,C,TN397,Trigonelline,20638158,NA,NA,NA,NA
220602_Smp_TN397_U10_A,U10,A,TN397,Trigonelline,8913812,NA,NA,NA,NA
220602_Smp_TN397_U10_B,U10,B,TN397,Trigonelline,8245389,NA,NA,NA,NA
220602_Smp_TN397_U10_C,U10,C,TN397,Trigonelline,4257407,NA,NA,NA,NA
220602_Smp_TN397_U11_A,U11,A,TN397,Trigonelline,5236523,NA,NA,NA,NA
220602_Smp_TN397_U11_B,U11,B,TN397,Trigonelline,5732243,NA,NA,NA,NA
220602_Smp_TN397_U11_C,U11,C,TN397,Trigonelline,3653304,NA,NA,NA,NA
220602_Smp_TN397_U12_A,U12,A,TN397,Trigonelline,10349197,NA,NA,NA,NA
220602_Smp_TN397_U12_B,U12,B,TN397,Trigonelline,8414571,NA,NA,NA,NA
220602_Smp_TN397_U12_C,U12,C,TN397,Trigonelline,12403639,NA,NA,NA,NA
220602_Smp_TN397_U13_A,U13,A,TN397,Trigonelline,1743357.6878964866,NA,Flag,Smp_Remove,2164780
220602_Smp_TN397_U13_B,U13,B,TN397,Trigonelline,3760623,NA,NA,NA,NA
220602_Smp_TN397_U13_C,U13,C,TN397,Trigonelline,1743357.6878964866,NA,Flag,Smp_Remove,2164780
220602_Smp_TN397_U2_A,U2,A,TN397,Trigonelline,9620017,NA,NA,NA,NA
220602_Smp_TN397_U2_B,U2,B,TN397,Trigonelline,13164694,NA,NA,NA,NA
220602_Smp_TN397_U2_C,U2,C,TN397,Trigonelline,13679714,NA,NA,NA,NA
220602_Smp_TN397_U3_A,U3,A,TN397,Trigonelline,9437280,NA,NA,NA,NA
220602_Smp_TN397_U3_B,U3,B,TN397,Trigonelline,8937527,NA,NA,NA,NA
220602_Smp_TN397_U3_C,U3,C,TN397,Trigonelline,13327252,NA,NA,NA,NA
220602_Smp_TN397_U4_A,U4,A,TN397,Trigonelline,19635484,NA,NA,NA,NA
220602_Smp_TN397_U4_B,U4,B,TN397,Trigonelline,29875164,NA,NA,NA,NA
220602_Smp_TN397_U4_C,U4,C,TN397,Trigonelline,18302604,NA,NA,NA,NA
220602_Smp_TN397_U5_A,U5,A,TN397,Trigonelline,11321513,NA,NA,NA,NA
220602_Smp_TN397_U5_B,U5,B,TN397,Trigonelline,13512768,NA,NA,NA,NA
220602_Smp_TN397_U5_C,U5,C,TN397,Trigonelline,13296686,NA,NA,NA,NA
220602_Smp_TN397_U6_A,U6,A,TN397,Trigonelline,1743357.6878964866,NA,Flag,NA,2164780
220602_Smp_TN397_U6_B,U6,B,TN397,Trigonelline,5477677,NA,NA,NA,NA
220602_Smp_TN397_U6_C,U6,C,TN397,Trigonelline,8363181,NA,NA,NA,NA
220602_Smp_TN397_U9_A,U9,A,TN397,Trigonelline,17441412,NA,NA,NA,NA
220602_Smp_TN397_U9_B,U9,B,TN397,Trigonelline,3858872,NA,NA,NA,NA
220602_Smp_TN397_U9_C,U9,C,TN397,Trigonelline,3798913,NA,NA,NA,NA
220602_Smp_TN397_UCH1_Gluc_A,UCH1_Gluc,A,TN397,Trigonelline,5776419,NA,NA,NA,NA
220602_Smp_TN397_UCH1_Gluc_B,UCH1_Gluc,B,TN397,Trigonelline,1743357.6878964866,NA,Flag,Smp_Remove,2164780
220602_Smp_TN397_UCH1_Gluc_C,UCH1_Gluc,C,TN397,Trigonelline,1743357.6878964866,NA,Flag,Smp_Remove,2164780
220602_Smp_TN397_UKH1_0nM_A,UKH1_0nM,A,TN397,Trigonelline,5887420,NA,NA,NA,NA
220602_Smp_TN397_UKH1_0nM_B,UKH1_0nM,B,TN397,Trigonelline,4485050,NA,NA,NA,NA
220602_Smp_TN397_UKH1_0nM_C,UKH1_0nM,C,TN397,Trigonelline,1743357.6878964866,NA,Flag,NA,2164780
220602_Smp_TN397_UKH2_0nM_A,UKH2_0nM,A,TN397,Trigonelline,1743357.6878964866,NA,Flag,NA,2164780
220602_Smp_TN397_UKH2_0nM_B,UKH2_0nM,B,TN397,Trigonelline,4542909,NA,NA,NA,NA
220602_Smp_TN397_UKH2_0nM_C,UKH2_0nM,C,TN397,Trigonelline,4752909,NA,NA,NA,NA
220602_Smp_TN397_UKH3_0nM_A,UKH3_0nM,A,TN397,Trigonelline,5445653,NA,NA,NA,NA
220602_Smp_TN397_UKH3_0nM_B,UKH3_0nM,B,TN397,Trigonelline,4475964,NA,NA,NA,NA
220602_Smp_TN397_UKH3_0nM_C,UKH3_0nM,C,TN397,Trigonelline,5740688,NA,NA,NA,NA
220602_Smp_TN397_UKH4_0nM_A,UKH4_0nM,A,TN397,Trigonelline,6468344,NA,NA,NA,NA
220602_Smp_TN397_UKH4_0nM_B,UKH4_0nM,B,TN397,Trigonelline,6546798,NA,NA,NA,NA
220602_Smp_TN397_UKH4_0nM_C,UKH4_0nM,C,TN397,Trigonelline,8149753,NA,NA,NA,NA
220602_Smp_TN397_UKH5_0nM_A,UKH5_0nM,A,TN397,Trigonelline,4278992,NA,NA,NA,NA
220602_Smp_TN397_UKH5_0nM_B,UKH5_0nM,B,TN397,Trigonelline,3606753,NA,NA,NA,NA
220602_Smp_TN397_UKH5_0nM_C,UKH5_0nM,C,TN397,Trigonelline,3696005,NA,NA,NA,NA
220602_Smp_TN397_UKT1_0nM_A,UKT1_0nM,A,TN397,Trigonelline,1743357.6878964866,NA,Flag,Smp_Remove,2164780
220602_Smp_TN397_UKT1_0nM_B,UKT1_0nM,B,TN397,Trigonelline,1743357.6878964866,NA,Flag,Smp_Remove,2164780
220602_Smp_TN397_UKT1_0nM_C,UKT1_0nM,C,TN397,Trigonelline,3986506,NA,NA,NA,NA
220602_Smp_TN397_UKT2_0nM_A,UKT2_0nM,A,TN397,Trigonelline,5575567,NA,NA,NA,NA
220602_Smp_TN397_UKT2_0nM_B,UKT2_0nM,B,TN397,Trigonelline,6694153,NA,NA,NA,NA
220602_Smp_TN397_UKT2_0nM_C,UKT2_0nM,C,TN397,Trigonelline,3617411,NA,NA,NA,NA
220602_Smp_TN397_UKT3_0nM_A,UKT3_0nM,A,TN397,Trigonelline,5668610,NA,NA,NA,NA
220602_Smp_TN397_UKT3_0nM_B,UKT3_0nM,B,TN397,Trigonelline,4080147,NA,NA,NA,NA
220602_Smp_TN397_UKT3_0nM_C,UKT3_0nM,C,TN397,Trigonelline,8592454,NA,NA,NA,NA
220602_Smp_TN397_UKT4_0nM_A,UKT4_0nM,A,TN397,Trigonelline,5008074,NA,NA,NA,NA
220602_Smp_TN397_UKT4_0nM_B,UKT4_0nM,B,TN397,Trigonelline,7807270,NA,NA,NA,NA
220602_Smp_TN397_UKT4_0nM_C,UKT4_0nM,C,TN397,Trigonelline,1743357.6878964866,NA,Flag,NA,2164780
220602_Smp_TN397_UKT5_0nM_A,UKT5_0nM,A,TN397,Trigonelline,1743357.6878964866,NA,Flag,Smp_Remove,2164780
220602_Smp_TN397_UKT5_0nM_B,UKT5_0nM,B,TN397,Trigonelline,1743357.6878964866,NA,Flag,Smp_Remove,2164780
220602_Smp_TN397_UKT5_0nM_C,UKT5_0nM,C,TN397,Trigonelline,1743357.6878964866,NA,Flag,Smp_Remove,2164780
220602_Smp_TN397_UnfiltMQ1_A,UnfiltMQ1,A,TN397,Trigonelline,1743357.6878964866,NA,Flag,Smp_Remove,2164780
220602_Smp_TN397_UnfiltMQ1_B,UnfiltMQ1,B,TN397,Trigonelline,1743357.6878964866,NA,Flag,Smp_Remove,2164780
220602_Smp_TN397_UnfiltMQ1_C,UnfiltMQ1,C,TN397,Trigonelline,1743357.6878964866,NA,Flag,Smp_Remove,2164780
220602_Smp_TN397_S4_2400_U_A,S4_2400,A,TN397,Trimethylamine N-oxide,3705895,NA,NA,NA,NA
220602_Smp_TN397_S4_2400_U_B,S4_2400,B,TN397,Trimethylamine N-oxide,6247423,NA,NA,NA,NA
220602_Smp_TN397_S4_2400_U_C,S4_2400,C,TN397,Trimethylamine N-oxide,7180257,NA,NA,NA,NA
220602_Smp_TN397_S4_U_1800_A,S4_1800,A,TN397,Trimethylamine N-oxide,3909840,NA,NA,NA,NA
220602_Smp_TN397_S4_U_1800_B,S4_1800,B,TN397,Trimethylamine N-oxide,8598532,NA,NA,NA,NA
220602_Smp_TN397_S4_U_1800_C,S4_1800,C,TN397,Trimethylamine N-oxide,6317857,NA,NA,NA,NA
220602_Smp_TN397_S4_U_600_A,S4_600,A,TN397,Trimethylamine N-oxide,17657532,NA,NA,NA,NA
220602_Smp_TN397_S4_U_600_B,S4_600,B,TN397,Trimethylamine N-oxide,18762412,NA,NA,NA,NA
220602_Smp_TN397_S4_U_600_C,S4_600,C,TN397,Trimethylamine N-oxide,28683134,NA,NA,NA,NA
220602_Smp_TN397_S6_U_A,S6,A,TN397,Trimethylamine N-oxide,26220230,NA,NA,NA,NA
220602_Smp_TN397_S6_U_B,S6,B,TN397,Trimethylamine N-oxide,31233474,NA,NA,NA,NA
220602_Smp_TN397_S6_U_C,S6,C,TN397,Trimethylamine N-oxide,21518700,NA,NA,NA,NA
220602_Smp_TN397_S7_1800_U_A,S7_1800,A,TN397,Trimethylamine N-oxide,51593100,NA,NA,NA,NA
220602_Smp_TN397_S7_1800_U_B,S7_1800,B,TN397,Trimethylamine N-oxide,25598686,NA,NA,NA,NA
220602_Smp_TN397_S7_1800_U_C,S7_1800,C,TN397,Trimethylamine N-oxide,41038384,NA,NA,NA,NA
220602_Smp_TN397_S7_600_U_A,S7_600,A,TN397,Trimethylamine N-oxide,22636318,NA,NA,NA,NA
220602_Smp_TN397_S7_600_U_B,S7_600,B,TN397,Trimethylamine N-oxide,21443662,NA,NA,NA,NA
220602_Smp_TN397_S7_600_U_C,S7_600,C,TN397,Trimethylamine N-oxide,45293012,NA,NA,NA,NA
220602_Smp_TN397_S8_U_A,S8,A,TN397,Trimethylamine N-oxide,13835608,NA,NA,NA,NA
220602_Smp_TN397_S8_U_B,S8,B,TN397,Trimethylamine N-oxide,15825103,NA,NA,NA,NA
220602_Smp_TN397_S8_U_C,S8,C,TN397,Trimethylamine N-oxide,14170648,NA,NA,NA,NA
220602_Smp_TN397_S9_1800_U_A,S9_1800,A,TN397,Trimethylamine N-oxide,67837160,NA,NA,NA,NA
220602_Smp_TN397_S9_1800_U_B,S9_1800,B,TN397,Trimethylamine N-oxide,70910328,NA,NA,NA,NA
220602_Smp_TN397_S9_1800_U_C,S9_1800,C,TN397,Trimethylamine N-oxide,143862688,NA,NA,NA,NA
220602_Smp_TN397_S9_600_U_A,S9_600,A,TN397,Trimethylamine N-oxide,17015742,NA,NA,NA,NA
220602_Smp_TN397_S9_600_U_B,S9_600,B,TN397,Trimethylamine N-oxide,40945772,NA,NA,NA,NA
220602_Smp_TN397_S9_600_U_C,S9_600,C,TN397,Trimethylamine N-oxide,20093376,NA,NA,NA,NA
220602_Smp_TN397_U1_A,U1,A,TN397,Trimethylamine N-oxide,44382936,NA,NA,NA,NA
220602_Smp_TN397_U1_B,U1,B,TN397,Trimethylamine N-oxide,46128636,NA,NA,NA,NA
220602_Smp_TN397_U1_C,U1,C,TN397,Trimethylamine N-oxide,45631144,NA,NA,NA,NA
220602_Smp_TN397_U10_A,U10,A,TN397,Trimethylamine N-oxide,8406278,NA,NA,NA,NA
220602_Smp_TN397_U10_B,U10,B,TN397,Trimethylamine N-oxide,64102028,NA,NA,NA,NA
220602_Smp_TN397_U10_C,U10,C,TN397,Trimethylamine N-oxide,37003552,NA,NA,NA,NA
220602_Smp_TN397_U11_A,U11,A,TN397,Trimethylamine N-oxide,49425016,NA,NA,NA,NA
220602_Smp_TN397_U11_B,U11,B,TN397,Trimethylamine N-oxide,38755500,NA,NA,NA,NA
220602_Smp_TN397_U11_C,U11,C,TN397,Trimethylamine N-oxide,33140756,NA,NA,NA,NA
220602_Smp_TN397_U12_A,U12,A,TN397,Trimethylamine N-oxide,125989040,NA,NA,NA,NA
220602_Smp_TN397_U12_B,U12,B,TN397,Trimethylamine N-oxide,117849648,NA,NA,NA,NA
220602_Smp_TN397_U12_C,U12,C,TN397,Trimethylamine N-oxide,108661512,NA,NA,NA,NA
220602_Smp_TN397_U13_A,U13,A,TN397,Trimethylamine N-oxide,11759870,NA,NA,NA,NA
220602_Smp_TN397_U13_B,U13,B,TN397,Trimethylamine N-oxide,8849348,NA,NA,NA,NA
220602_Smp_TN397_U13_C,U13,C,TN397,Trimethylamine N-oxide,39233968,NA,NA,NA,NA
220602_Smp_TN397_U2_A,U2,A,TN397,Trimethylamine N-oxide,41058784,NA,NA,NA,NA
220602_Smp_TN397_U2_B,U2,B,TN397,Trimethylamine N-oxide,57891820,NA,NA,NA,NA
220602_Smp_TN397_U2_C,U2,C,TN397,Trimethylamine N-oxide,64195984,NA,NA,NA,NA
220602_Smp_TN397_U3_A,U3,A,TN397,Trimethylamine N-oxide,10049440,NA,NA,NA,NA
220602_Smp_TN397_U3_B,U3,B,TN397,Trimethylamine N-oxide,13790276,NA,NA,NA,NA
220602_Smp_TN397_U3_C,U3,C,TN397,Trimethylamine N-oxide,22327368,NA,NA,NA,NA
220602_Smp_TN397_U4_A,U4,A,TN397,Trimethylamine N-oxide,30800804,NA,NA,NA,NA
220602_Smp_TN397_U4_B,U4,B,TN397,Trimethylamine N-oxide,96313920,NA,NA,NA,NA
220602_Smp_TN397_U4_C,U4,C,TN397,Trimethylamine N-oxide,69077848,NA,NA,NA,NA
220602_Smp_TN397_U5_A,U5,A,TN397,Trimethylamine N-oxide,49287676,NA,NA,NA,NA
220602_Smp_TN397_U5_B,U5,B,TN397,Trimethylamine N-oxide,47367028,NA,NA,NA,NA
220602_Smp_TN397_U5_C,U5,C,TN397,Trimethylamine N-oxide,68565824,NA,NA,NA,NA
220602_Smp_TN397_U6_A,U6,A,TN397,Trimethylamine N-oxide,8495666,NA,NA,NA,NA
220602_Smp_TN397_U6_B,U6,B,TN397,Trimethylamine N-oxide,12195115,NA,NA,NA,NA
220602_Smp_TN397_U6_C,U6,C,TN397,Trimethylamine N-oxide,18394206,NA,NA,NA,NA
220602_Smp_TN397_U9_A,U9,A,TN397,Trimethylamine N-oxide,48790908,NA,NA,NA,NA
220602_Smp_TN397_U9_B,U9,B,TN397,Trimethylamine N-oxide,28160858,NA,NA,NA,NA
220602_Smp_TN397_U9_C,U9,C,TN397,Trimethylamine N-oxide,31874788,NA,NA,NA,NA
220602_Smp_TN397_UCH1_Gluc_A,UCH1_Gluc,A,TN397,Trimethylamine N-oxide,8744258,NA,NA,NA,NA
220602_Smp_TN397_UCH1_Gluc_B,UCH1_Gluc,B,TN397,Trimethylamine N-oxide,13923822,NA,NA,NA,NA
220602_Smp_TN397_UCH1_Gluc_C,UCH1_Gluc,C,TN397,Trimethylamine N-oxide,6763491,NA,NA,NA,NA
220602_Smp_TN397_UKH1_0nM_A,UKH1_0nM,A,TN397,Trimethylamine N-oxide,3913469,NA,NA,NA,NA
220602_Smp_TN397_UKH1_0nM_B,UKH1_0nM,B,TN397,Trimethylamine N-oxide,6033833,NA,NA,NA,NA
