Rep,SampID,replicate,Cruise,Compound,Area,min.area.flag,blk.lod.flag,smp.remove,Blk.Av
220602_Poo_TruePooG4-CXSPE_Full3,NA,NA,TN397,Arsenobetaine,118976,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full4,NA,NA,TN397,Arsenobetaine,73518,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half1,NA,NA,TN397,Arsenobetaine,37871,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half2,NA,NA,TN397,Arsenobetaine,11146,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half3,NA,NA,TN397,Arsenobetaine,61169,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half4,NA,NA,TN397,Arsenobetaine,NA,NA,NA,NA,NA
220602_Std_4uMStdsMix1InH2O_1,NA,NA,TN397,beta-Alaninebetaine,144065,NA,NA,NA,NA
220602_Std_4uMStdsMix1InH2O_2,NA,NA,TN397,beta-Alaninebetaine,321182,NA,NA,NA,NA
220602_Std_4uMStdsMix1InMatrix_1,NA,NA,TN397,beta-Alaninebetaine,16490673,NA,NA,NA,NA
220602_Std_4uMStdsMix1InMatrix_2,NA,NA,TN397,beta-Alaninebetaine,16484425,NA,NA,NA,NA
220602_Std_4uMStdsMix2InH2O_1,NA,NA,TN397,beta-Alaninebetaine,1117023872,NA,NA,NA,NA
220602_Std_4uMStdsMix2InH2O_2,NA,NA,TN397,beta-Alaninebetaine,1339026432,NA,NA,NA,NA
220602_Std_4uMStdsMix2InMatrix_1,NA,NA,TN397,beta-Alaninebetaine,1286308480,NA,NA,NA,NA
220602_Std_4uMStdsMix2InMatrix_2,NA,NA,TN397,beta-Alaninebetaine,1357155584,NA,NA,NA,NA
220602_Std_H2OinMatrix_1,NA,NA,TN397,beta-Alaninebetaine,14950651,NA,NA,NA,NA
220602_Std_H2OinMatrix_2,NA,NA,TN397,beta-Alaninebetaine,18109952,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full1,NA,NA,TN397,beta-Alaninebetaine,22782890,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full2,NA,NA,TN397,beta-Alaninebetaine,23254612,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full3,NA,NA,TN397,beta-Alaninebetaine,25222344,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full4,NA,NA,TN397,beta-Alaninebetaine,26785546,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half1,NA,NA,TN397,beta-Alaninebetaine,11636943,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half2,NA,NA,TN397,beta-Alaninebetaine,11727610,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half3,NA,NA,TN397,beta-Alaninebetaine,14329279,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half4,NA,NA,TN397,beta-Alaninebetaine,13475884,NA,NA,NA,NA
220602_Std_4uMStdsMix1InH2O_1,NA,NA,TN397,beta-Glutamic acid,33915148,NA,NA,NA,NA
220602_Std_4uMStdsMix1InH2O_2,NA,NA,TN397,beta-Glutamic acid,70326304,NA,NA,NA,NA
220602_Std_4uMStdsMix1InMatrix_1,NA,NA,TN397,beta-Glutamic acid,31709446,NA,NA,NA,NA
220602_Std_4uMStdsMix1InMatrix_2,NA,NA,TN397,beta-Glutamic acid,60714500,NA,NA,NA,NA
220602_Std_4uMStdsMix2InH2O_1,NA,NA,TN397,beta-Glutamic acid,32686198,NA,NA,NA,NA
220602_Std_4uMStdsMix2InH2O_2,NA,NA,TN397,beta-Glutamic acid,93523128,NA,NA,NA,NA
220602_Std_4uMStdsMix2InMatrix_1,NA,NA,TN397,beta-Glutamic acid,33873644,NA,NA,NA,NA
220602_Std_4uMStdsMix2InMatrix_2,NA,NA,TN397,beta-Glutamic acid,95530344,NA,NA,NA,NA
220602_Std_H2OinMatrix_1,NA,NA,TN397,beta-Glutamic acid,303799,NA,NA,NA,NA
220602_Std_H2OinMatrix_2,NA,NA,TN397,beta-Glutamic acid,849013,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full1,NA,NA,TN397,beta-Glutamic acid,193792,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full2,NA,NA,TN397,beta-Glutamic acid,216251,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full3,NA,NA,TN397,beta-Glutamic acid,430361,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full4,NA,NA,TN397,beta-Glutamic acid,571510,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half1,NA,NA,TN397,beta-Glutamic acid,108032,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half2,NA,NA,TN397,beta-Glutamic acid,116120,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half3,NA,NA,TN397,beta-Glutamic acid,223036,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half4,NA,NA,TN397,beta-Glutamic acid,370425,NA,NA,NA,NA
220602_Std_4uMStdsMix1InH2O_1,NA,NA,TN397,Betonicine,54488,NA,NA,NA,NA
220602_Std_4uMStdsMix1InH2O_2,NA,NA,TN397,Betonicine,45590,NA,NA,NA,NA
220602_Std_4uMStdsMix1InMatrix_1,NA,NA,TN397,Betonicine,1595621,NA,NA,NA,NA
220602_Std_4uMStdsMix1InMatrix_2,NA,NA,TN397,Betonicine,1577168,NA,NA,NA,NA
220602_Std_4uMStdsMix2InH2O_1,NA,NA,TN397,Betonicine,1763056256,NA,NA,NA,NA
220602_Std_4uMStdsMix2InH2O_2,NA,NA,TN397,Betonicine,2086693504,NA,NA,NA,NA
220602_Std_4uMStdsMix2InMatrix_1,NA,NA,TN397,Betonicine,1906756096,NA,NA,NA,NA
220602_Std_4uMStdsMix2InMatrix_2,NA,NA,TN397,Betonicine,2080040832,NA,NA,NA,NA
220602_Std_H2OinMatrix_1,NA,NA,TN397,Betonicine,1479520,NA,NA,NA,NA
220602_Std_H2OinMatrix_2,NA,NA,TN397,Betonicine,1597818,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full1,NA,NA,TN397,Betonicine,2268044,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full2,NA,NA,TN397,Betonicine,1803861,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full3,NA,NA,TN397,Betonicine,2123546,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full4,NA,NA,TN397,Betonicine,2149706,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half1,NA,NA,TN397,Betonicine,1253320,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half2,NA,NA,TN397,Betonicine,1293288,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half3,NA,NA,TN397,Betonicine,1394554,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half4,NA,NA,TN397,Betonicine,1306063,NA,NA,NA,NA
220602_Std_4uMStdsMix1InH2O_1,NA,NA,TN397,Carnitine,583269952,NA,NA,NA,NA
220602_Std_4uMStdsMix1InH2O_2,NA,NA,TN397,Carnitine,780910784,NA,NA,NA,NA
220602_Std_4uMStdsMix1InMatrix_1,NA,NA,TN397,Carnitine,525555360,NA,NA,NA,NA
220602_Std_4uMStdsMix1InMatrix_2,NA,NA,TN397,Carnitine,688906048,NA,NA,NA,NA
220602_Std_4uMStdsMix2InH2O_1,NA,NA,TN397,Carnitine,84169664,NA,NA,NA,NA
220602_Std_4uMStdsMix2InH2O_2,NA,NA,TN397,Carnitine,120248856,NA,NA,NA,NA
220602_Std_4uMStdsMix2InMatrix_1,NA,NA,TN397,Carnitine,96158128,NA,NA,NA,NA
220602_Std_4uMStdsMix2InMatrix_2,NA,NA,TN397,Carnitine,118427376,NA,NA,NA,NA
220602_Std_H2OinMatrix_1,NA,NA,TN397,Carnitine,1463923,NA,NA,NA,NA
220602_Std_H2OinMatrix_2,NA,NA,TN397,Carnitine,1611795,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full1,NA,NA,TN397,Carnitine,2166125,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full2,NA,NA,TN397,Carnitine,2129725,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full3,NA,NA,TN397,Carnitine,2480409,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full4,NA,NA,TN397,Carnitine,2396363,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half1,NA,NA,TN397,Carnitine,1113081,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half2,NA,NA,TN397,Carnitine,1026508,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half3,NA,NA,TN397,Carnitine,1285991,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half4,NA,NA,TN397,Carnitine,1148542,NA,NA,NA,NA
220602_Std_4uMStdsMix1InH2O_1,NA,NA,TN397,Dimethylsulfonioacetate,NA,NA,NA,NA,NA
220602_Std_4uMStdsMix1InH2O_2,NA,NA,TN397,Dimethylsulfonioacetate,NA,NA,NA,NA,NA
220602_Std_4uMStdsMix1InMatrix_1,NA,NA,TN397,Dimethylsulfonioacetate,10788428,NA,NA,NA,NA
220602_Std_4uMStdsMix1InMatrix_2,NA,NA,TN397,Dimethylsulfonioacetate,11692101,NA,NA,NA,NA
220602_Std_4uMStdsMix2InH2O_1,NA,NA,TN397,Dimethylsulfonioacetate,752573120,NA,NA,NA,NA
220602_Std_4uMStdsMix2InH2O_2,NA,NA,TN397,Dimethylsulfonioacetate,908956032,NA,NA,NA,NA
220602_Std_4uMStdsMix2InMatrix_1,NA,NA,TN397,Dimethylsulfonioacetate,801621376,NA,NA,NA,NA
220602_Std_4uMStdsMix2InMatrix_2,NA,NA,TN397,Dimethylsulfonioacetate,913326784,NA,NA,NA,NA
220602_Std_H2OinMatrix_1,NA,NA,TN397,Dimethylsulfonioacetate,10547933,NA,NA,NA,NA
220602_Std_H2OinMatrix_2,NA,NA,TN397,Dimethylsulfonioacetate,13208848,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full1,NA,NA,TN397,Dimethylsulfonioacetate,16756554,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full2,NA,NA,TN397,Dimethylsulfonioacetate,15030986,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full3,NA,NA,TN397,Dimethylsulfonioacetate,17834838,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full4,NA,NA,TN397,Dimethylsulfonioacetate,19017574,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half1,NA,NA,TN397,Dimethylsulfonioacetate,8593154,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half2,NA,NA,TN397,Dimethylsulfonioacetate,8102180,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half3,NA,NA,TN397,Dimethylsulfonioacetate,9013228,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half4,NA,NA,TN397,Dimethylsulfonioacetate,9239112,NA,NA,NA,NA
220602_Std_4uMStdsMix1InH2O_1,NA,NA,TN397,Dimethylsulfoniopropionate,NA,NA,NA,NA,NA
220602_Std_4uMStdsMix1InH2O_2,NA,NA,TN397,Dimethylsulfoniopropionate,NA,NA,NA,NA,NA
220602_Std_4uMStdsMix1InMatrix_1,NA,NA,TN397,Dimethylsulfoniopropionate,68699888,NA,NA,NA,NA
220602_Std_4uMStdsMix1InMatrix_2,NA,NA,TN397,Dimethylsulfoniopropionate,75029504,NA,NA,NA,NA
220602_Std_4uMStdsMix2InH2O_1,NA,NA,TN397,Dimethylsulfoniopropionate,1205752064,NA,NA,NA,NA
220602_Std_4uMStdsMix2InH2O_2,NA,NA,TN397,Dimethylsulfoniopropionate,1586316032,NA,NA,NA,NA
220602_Std_4uMStdsMix2InMatrix_1,NA,NA,TN397,Dimethylsulfoniopropionate,1458038016,NA,NA,NA,NA
220602_Std_4uMStdsMix2InMatrix_2,NA,NA,TN397,Dimethylsulfoniopropionate,1721201664,NA,NA,NA,NA
220602_Std_H2OinMatrix_1,NA,NA,TN397,Dimethylsulfoniopropionate,67859856,NA,NA,NA,NA
220602_Std_H2OinMatrix_2,NA,NA,TN397,Dimethylsulfoniopropionate,80420344,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full1,NA,NA,TN397,Dimethylsulfoniopropionate,108850736,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full2,NA,NA,TN397,Dimethylsulfoniopropionate,102332136,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full3,NA,NA,TN397,Dimethylsulfoniopropionate,118064912,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full4,NA,NA,TN397,Dimethylsulfoniopropionate,118800408,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half1,NA,NA,TN397,Dimethylsulfoniopropionate,56130528,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half2,NA,NA,TN397,Dimethylsulfoniopropionate,52419168,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half3,NA,NA,TN397,Dimethylsulfoniopropionate,62615184,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half4,NA,NA,TN397,Dimethylsulfoniopropionate,56255840,NA,NA,NA,NA
220602_Std_4uMStdsMix1InH2O_1,NA,NA,TN397,Ectoine,1529826,NA,NA,NA,NA
220602_Std_4uMStdsMix1InH2O_2,NA,NA,TN397,Ectoine,1910383,NA,NA,NA,NA
220602_Std_4uMStdsMix1InMatrix_1,NA,NA,TN397,Ectoine,2125565,NA,NA,NA,NA
220602_Std_4uMStdsMix1InMatrix_2,NA,NA,TN397,Ectoine,2577308,NA,NA,NA,NA
220602_Std_4uMStdsMix2InH2O_1,NA,NA,TN397,Ectoine,5207927296,NA,NA,NA,NA
220602_Std_4uMStdsMix2InH2O_2,NA,NA,TN397,Ectoine,6945117184,NA,NA,NA,NA
220602_Std_4uMStdsMix2InMatrix_1,NA,NA,TN397,Ectoine,5934544384,NA,NA,NA,NA
220602_Std_4uMStdsMix2InMatrix_2,NA,NA,TN397,Ectoine,6981806080,NA,NA,NA,NA
220602_Std_H2OinMatrix_1,NA,NA,TN397,Ectoine,1804525,NA,NA,NA,NA
220602_Std_H2OinMatrix_2,NA,NA,TN397,Ectoine,2291039,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full1,NA,NA,TN397,Ectoine,1365417,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full2,NA,NA,TN397,Ectoine,1190966,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full3,NA,NA,TN397,Ectoine,1405936,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full4,NA,NA,TN397,Ectoine,1184222,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half1,NA,NA,TN397,Ectoine,789248,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half2,NA,NA,TN397,Ectoine,760059,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half3,NA,NA,TN397,Ectoine,757808,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half4,NA,NA,TN397,Ectoine,800444,NA,NA,NA,NA
220602_Std_4uMStdsMix1InH2O_1,NA,NA,TN397,Glycine betaine,2026097024,NA,NA,NA,NA
220602_Std_4uMStdsMix1InH2O_2,NA,NA,TN397,Glycine betaine,3047023360,NA,NA,NA,NA
220602_Std_4uMStdsMix1InMatrix_1,NA,NA,TN397,Glycine betaine,2238185472,NA,NA,NA,NA
220602_Std_4uMStdsMix1InMatrix_2,NA,NA,TN397,Glycine betaine,2891941376,NA,NA,NA,NA
220602_Std_4uMStdsMix2InH2O_1,NA,NA,TN397,Glycine betaine,7518803,NA,NA,NA,NA
220602_Std_4uMStdsMix2InH2O_2,NA,NA,TN397,Glycine betaine,60088936,NA,NA,NA,NA
220602_Std_4uMStdsMix2InMatrix_1,NA,NA,TN397,Glycine betaine,113734792,NA,NA,NA,NA
220602_Std_4uMStdsMix2InMatrix_2,NA,NA,TN397,Glycine betaine,135167328,NA,NA,NA,NA
220602_Std_H2OinMatrix_1,NA,NA,TN397,Glycine betaine,110886104,NA,NA,NA,NA
220602_Std_H2OinMatrix_2,NA,NA,TN397,Glycine betaine,140433984,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full1,NA,NA,TN397,Glycine betaine,173126256,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full2,NA,NA,TN397,Glycine betaine,167399072,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full3,NA,NA,TN397,Glycine betaine,185739680,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full4,NA,NA,TN397,Glycine betaine,191696048,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half1,NA,NA,TN397,Glycine betaine,88711216,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half2,NA,NA,TN397,Glycine betaine,82638000,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half3,NA,NA,TN397,Glycine betaine,89343056,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half4,NA,NA,TN397,Glycine betaine,101515456,NA,NA,NA,NA
220602_Std_4uMStdsMix1InH2O_1,NA,NA,TN397,Gonyol,NA,NA,NA,NA,NA
220602_Std_4uMStdsMix1InH2O_2,NA,NA,TN397,Gonyol,NA,NA,NA,NA,NA
220602_Std_4uMStdsMix1InMatrix_1,NA,NA,TN397,Gonyol,2287828,NA,NA,NA,NA
220602_Std_4uMStdsMix1InMatrix_2,NA,NA,TN397,Gonyol,2638370,NA,NA,NA,NA
220602_Std_4uMStdsMix2InH2O_1,NA,NA,TN397,Gonyol,82138744,NA,NA,NA,NA
220602_Std_4uMStdsMix2InH2O_2,NA,NA,TN397,Gonyol,104660576,NA,NA,NA,NA
220602_Std_4uMStdsMix2InMatrix_1,NA,NA,TN397,Gonyol,93460008,NA,NA,NA,NA
220602_Std_4uMStdsMix2InMatrix_2,NA,NA,TN397,Gonyol,106604368,NA,NA,NA,NA
220602_Std_H2OinMatrix_1,NA,NA,TN397,Gonyol,2468532,NA,NA,NA,NA
220602_Std_H2OinMatrix_2,NA,NA,TN397,Gonyol,2871093,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full1,NA,NA,TN397,Gonyol,3735030,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full2,NA,NA,TN397,Gonyol,3757068,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full3,NA,NA,TN397,Gonyol,4369173,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full4,NA,NA,TN397,Gonyol,3957390,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half1,NA,NA,TN397,Gonyol,2072476,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half2,NA,NA,TN397,Gonyol,1772108,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half3,NA,NA,TN397,Gonyol,2162265,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half4,NA,NA,TN397,Gonyol,1968066,NA,NA,NA,NA
220602_Std_4uMStdsMix1InH2O_1,NA,NA,TN397,Homarine,NA,NA,NA,NA,NA
220602_Std_4uMStdsMix1InH2O_2,NA,NA,TN397,Homarine,NA,NA,NA,NA,NA
220602_Std_4uMStdsMix1InMatrix_1,NA,NA,TN397,Homarine,14173548,NA,NA,NA,NA
220602_Std_4uMStdsMix1InMatrix_2,NA,NA,TN397,Homarine,15058266,NA,NA,NA,NA
220602_Std_4uMStdsMix2InH2O_1,NA,NA,TN397,Homarine,91750368,NA,NA,NA,NA
220602_Std_4uMStdsMix2InH2O_2,NA,NA,TN397,Homarine,116689824,NA,NA,NA,NA
220602_Std_4uMStdsMix2InMatrix_1,NA,NA,TN397,Homarine,119574584,NA,NA,NA,NA
220602_Std_4uMStdsMix2InMatrix_2,NA,NA,TN397,Homarine,130910776,NA,NA,NA,NA
220602_Std_H2OinMatrix_1,NA,NA,TN397,Homarine,14447151,NA,NA,NA,NA
220602_Std_H2OinMatrix_2,NA,NA,TN397,Homarine,15963896,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full1,NA,NA,TN397,Homarine,22725194,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full2,NA,NA,TN397,Homarine,21789538,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full3,NA,NA,TN397,Homarine,23541870,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full4,NA,NA,TN397,Homarine,22830678,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half1,NA,NA,TN397,Homarine,12032764,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half2,NA,NA,TN397,Homarine,11229538,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half3,NA,NA,TN397,Homarine,12692272,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half4,NA,NA,TN397,Homarine,12252416,NA,NA,NA,NA
220602_Std_4uMStdsMix1InH2O_1,NA,NA,TN397,Hydroxyisoleucine,19732,NA,NA,NA,NA
220602_Std_4uMStdsMix1InH2O_2,NA,NA,TN397,Hydroxyisoleucine,15617,NA,NA,NA,NA
220602_Std_4uMStdsMix1InMatrix_1,NA,NA,TN397,Hydroxyisoleucine,800155,NA,NA,NA,NA
220602_Std_4uMStdsMix1InMatrix_2,NA,NA,TN397,Hydroxyisoleucine,1999485,NA,NA,NA,NA
220602_Std_4uMStdsMix2InH2O_1,NA,NA,TN397,Hydroxyisoleucine,53773468,NA,NA,NA,NA
220602_Std_4uMStdsMix2InH2O_2,NA,NA,TN397,Hydroxyisoleucine,116568312,NA,NA,NA,NA
220602_Std_4uMStdsMix2InMatrix_1,NA,NA,TN397,Hydroxyisoleucine,57808812,NA,NA,NA,NA
220602_Std_4uMStdsMix2InMatrix_2,NA,NA,TN397,Hydroxyisoleucine,114413776,NA,NA,NA,NA
220602_Std_H2OinMatrix_1,NA,NA,TN397,Hydroxyisoleucine,1505969,NA,NA,NA,NA
220602_Std_H2OinMatrix_2,NA,NA,TN397,Hydroxyisoleucine,2757853,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full1,NA,NA,TN397,Hydroxyisoleucine,1893603,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full2,NA,NA,TN397,Hydroxyisoleucine,2062678,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full3,NA,NA,TN397,Hydroxyisoleucine,2263275,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full4,NA,NA,TN397,Hydroxyisoleucine,2828617,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half1,NA,NA,TN397,Hydroxyisoleucine,1577277,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half2,NA,NA,TN397,Hydroxyisoleucine,1311686,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half3,NA,NA,TN397,Hydroxyisoleucine,1592495,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half4,NA,NA,TN397,Hydroxyisoleucine,1727888,NA,NA,NA,NA
220602_Std_4uMStdsMix1InH2O_1,NA,NA,TN397,L-Alanine,35299940,NA,NA,NA,NA
220602_Std_4uMStdsMix1InH2O_2,NA,NA,TN397,L-Alanine,63995360,NA,NA,NA,NA
220602_Std_4uMStdsMix1InMatrix_1,NA,NA,TN397,L-Alanine,33265832,NA,NA,NA,NA
220602_Std_4uMStdsMix1InMatrix_2,NA,NA,TN397,L-Alanine,54675968,NA,NA,NA,NA
220602_Std_4uMStdsMix2InH2O_1,NA,NA,TN397,L-Alanine,97995,NA,NA,NA,NA
220602_Std_4uMStdsMix2InH2O_2,NA,NA,TN397,L-Alanine,474935,NA,NA,NA,NA
220602_Std_4uMStdsMix2InMatrix_1,NA,NA,TN397,L-Alanine,467775,NA,NA,NA,NA
220602_Std_4uMStdsMix2InMatrix_2,NA,NA,TN397,L-Alanine,1489049,NA,NA,NA,NA
220602_Std_H2OinMatrix_1,NA,NA,TN397,L-Alanine,1131054,NA,NA,NA,NA
220602_Std_H2OinMatrix_2,NA,NA,TN397,L-Alanine,1313724,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full1,NA,NA,TN397,L-Alanine,1000519,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full2,NA,NA,TN397,L-Alanine,1334434,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full3,NA,NA,TN397,L-Alanine,1454903,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full4,NA,NA,TN397,L-Alanine,1407371,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half1,NA,NA,TN397,L-Alanine,671515,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half2,NA,NA,TN397,L-Alanine,829274,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half3,NA,NA,TN397,L-Alanine,918349,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half4,NA,NA,TN397,L-Alanine,719775,NA,NA,NA,NA
220602_Std_4uMStdsMix1InH2O_1,NA,NA,TN397,L-Arginine,410532352,NA,NA,NA,NA
220602_Std_4uMStdsMix1InH2O_2,NA,NA,TN397,L-Arginine,632505152,NA,NA,NA,NA
220602_Std_4uMStdsMix1InMatrix_1,NA,NA,TN397,L-Arginine,498771488,NA,NA,NA,NA
220602_Std_4uMStdsMix1InMatrix_2,NA,NA,TN397,L-Arginine,628259520,NA,NA,NA,NA
220602_Std_4uMStdsMix2InH2O_1,NA,NA,TN397,L-Arginine,4119346,NA,NA,NA,NA
220602_Std_4uMStdsMix2InH2O_2,NA,NA,TN397,L-Arginine,5985380,NA,NA,NA,NA
220602_Std_4uMStdsMix2InMatrix_1,NA,NA,TN397,L-Arginine,4476367,NA,NA,NA,NA
220602_Std_4uMStdsMix2InMatrix_2,NA,NA,TN397,L-Arginine,4818562,NA,NA,NA,NA
220602_Std_H2OinMatrix_1,NA,NA,TN397,L-Arginine,1444146,NA,NA,NA,NA
220602_Std_H2OinMatrix_2,NA,NA,TN397,L-Arginine,1651483,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full1,NA,NA,TN397,L-Arginine,2194406,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full2,NA,NA,TN397,L-Arginine,1709997,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full3,NA,NA,TN397,L-Arginine,1975703,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Full4,NA,NA,TN397,L-Arginine,2032510,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half1,NA,NA,TN397,L-Arginine,1723231,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half2,NA,NA,TN397,L-Arginine,1404605,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half3,NA,NA,TN397,L-Arginine,1915711,NA,NA,NA,NA
220602_Poo_TruePooG4-CXSPE_Half4,NA,NA,TN397,L-Arginine,1550877,NA,NA,NA,NA
220602_Std_4uMStdsMix1InH2O_1,NA,NA,TN397,L-Asparagine,19775914,NA,NA,NA,NA
220602_Std_4uMStdsMix1InH2O_2,NA,NA,TN397,L-Asparagine,45121256,NA,NA,NA,NA
220602_Std_4uMStdsMix1InMatrix_1,NA,NA,TN397,L-Asparagine,19375258,NA,NA,NA,NA
