compound.name.figure,Leg,lat_bin,mean_lat,mean_part_conc,sd_part_conc
GG,Leg_2,"[37,38)",37.38,0.8092269089920096,0.12419052761622286
GG,Leg_2,"[38,39)",38.45,0.8568586951345457,0.14634035810089058
GG,Leg_2,"[40,41)",40.53,2.465653833270637,0.3549348350235983
Glutamic acid,Leg_2,"[37,38)",37.38,1.1767349337025055,0.035051539599776346
Glutamic acid,Leg_2,"[38,39)",38.45,0.7974375548177906,0.14958743104796923
Glutamic acid,Leg_2,"[40,41)",40.53,2.9063469010521175,1.8732111937967408
Glutamine,Leg_2,"[37,38)",37.38,0.504068499602242,0.11032119781058608
Glutamine,Leg_2,"[38,39)",38.45,0.2919052938517507,0.026037654350618535
Glutamine,Leg_2,"[40,41)",40.53,0.4767823270983628,0.2177552097941507
Gonyol,Leg_2,"[37,38)",37.38,2.1304658243821293,1.65624892268379
Gonyol,Leg_2,"[38,39)",38.45,1.0510097475286364,0.2343961987834809
Gonyol,Leg_2,"[40,41)",40.53,3.131494301366156,1.348027770964635
Homarine,Leg_2,"[37,38)",37.38,0.823784245714669,0.09608950399839729
Homarine,Leg_2,"[38,39)",38.45,0.3489545295431474,0.06662158887967129
Homarine,Leg_2,"[40,41)",40.53,0.7760775393902097,0.19240395910660252
Hydroxyectoine,Leg_2,"[37,38)",37.38,1.6759445044970653e-4,7.802154645767402e-5
Hydroxyectoine,Leg_2,"[38,39)",38.45,1.1807653716826351e-4,7.43170322378721e-5
Hydroxyectoine,Leg_2,"[40,41)",40.53,7.518571752475709e-5,2.2145625626898607e-5
Hydroxyisoleucine,Leg_2,"[37,38)",37.38,0.26133754659601605,0.03667533286862837
Hydroxyisoleucine,Leg_2,"[38,39)",38.45,0.14161321086524745,0.029897940448851693
Hydroxyisoleucine,Leg_2,"[40,41)",40.53,0.307113297959651,0.0660124256166472
Isethionic acid,Leg_2,"[37,38)",37.38,1.573346101065349,0.966759419876398
Isethionic acid,Leg_2,"[38,39)",38.45,1.448850331005054,0.38544763527185016
Isethionic acid,Leg_2,"[40,41)",40.53,6.648460615493922,3.770184432864716
Proline,Leg_2,"[37,38)",37.38,0.3263689998489758,0.03896748611461963
Proline,Leg_2,"[38,39)",38.45,0.27969480326321916,0.03704726936149586
Proline,Leg_2,"[40,41)",40.53,0.3826636597372912,0.01932622765979304
Proline betaine,Leg_2,"[37,38)",37.38,0.012343063968395566,0.0017121143092598292
Proline betaine,Leg_2,"[38,39)",38.45,0.008649433980644496,0.002186193132922653
Proline betaine,Leg_2,"[40,41)",40.53,0.015851855348691254,0.00300819018200043
Sarcosine,Leg_2,"[37,38)",37.38,0.00140630975842518,0
Sarcosine,Leg_2,"[38,39)",38.45,0.008690944692833127,0.001165785899989668
Sarcosine,Leg_2,"[40,41)",40.53,0.0314894594724612,0.0106623840709409
Sucrose,Leg_2,"[37,38)",37.38,0.15529030665935362,0.01655421846407364
Sucrose,Leg_2,"[38,39)",38.45,0.05917371031266433,0.01077684665871844
Sucrose,Leg_2,"[40,41)",40.53,0.056819483807670865,0.03622499596279881
TMAB,Leg_2,"[37,38)",37.38,0.06559384525942846,0.00805072900511768
TMAB,Leg_2,"[38,39)",38.45,0.1659536743223911,0.0320579038498879
TMAB,Leg_2,"[40,41)",40.53,0.020952745437927925,0.005713236993200098
TMAO,Leg_2,"[37,38)",37.38,0.17869146869204042,0.03768509754661905
TMAO,Leg_2,"[38,39)",38.45,0.4744941839310909,0.08269172912459365
TMAO,Leg_2,"[40,41)",40.53,0.19681618061365366,0.05128963724767057
Taurine,Leg_2,"[37,38)",37.38,0.655785339610759,0.0700408368508958
Taurine,Leg_2,"[38,39)",38.45,1.1247334273531222,0.27906312540951217
Taurine,Leg_2,"[40,41)",40.53,5.058573741763291,3.066663565170595
Threonine,Leg_2,"[37,38)",37.38,0.05947621552697282,0.005051263981503195
Threonine,Leg_2,"[38,39)",38.45,0.09253096247536388,0.02049995186043715
Threonine,Leg_2,"[40,41)",40.53,0.26886663419491047,0.14319697038916046
Trehalose,Leg_2,"[37,38)",37.38,0.04529579079971729,0.0022215320396929226
Trehalose,Leg_2,"[38,39)",38.45,0.04447567227479973,0.009444100157286545
Trehalose,Leg_2,"[40,41)",40.53,0.022815072566604856,0.007892639723990546
Trigonelline,Leg_2,"[37,38)",37.38,0.10185630016052204,0.016672555720971316
Trigonelline,Leg_2,"[38,39)",38.45,0.1231971789096029,0.027971264963077058
Trigonelline,Leg_2,"[40,41)",40.53,0.12077400831637271,0.04196177979236357
beta-Alanine,Leg_2,"[37,38)",37.38,0.3344474447121467,0.1039638300053505
beta-Alanine,Leg_2,"[38,39)",38.45,0.1505722536873816,0.03302792808078652
beta-Alanine,Leg_2,"[40,41)",40.53,0.4907258460374772,0.10529982443890501
beta-Alanine betaine,Leg_2,"[37,38)",37.38,0.446099679063589,0.05315484234810954
beta-Alanine betaine,Leg_2,"[38,39)",38.45,0.38653829529746353,0.08621248210646364
beta-Alanine betaine,Leg_2,"[40,41)",40.53,0.41348157017104775,0.1052235346719183
beta-Glutamic acid,Leg_2,"[37,38)",37.38,0.0203047863373854,0.0012686011897768109
beta-Glutamic acid,Leg_2,"[38,39)",38.45,0.03756920567498304,0.01224739114656061
beta-Glutamic acid,Leg_2,"[40,41)",40.53,0.06601782100275536,0.03227751826982107
NA,Leg_2,"[33,34)",33,NA,NA
NA,Leg_2,"[37,38)",37.21714285714286,0.05353634725740489,0.029465264857136835
NA,Leg_2,"[38,39)",38.45,0.08252713611859921,0.05333342742506654
NA,Leg_2,"[40,41)",40.53,0.2039272965517654,0.14095178554416854
